brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Selfie camera | Features,Display | Protection,Main Camera | Triple,Display | ,Main Camera | Quad,Selfie camera | Dual
vivo,https://www.gsmarena.com/vivo_pad3_pro-12901.php,vivo Pad3 Pro,289.6 x 198.3 x 6.6 mm (11.40 x 7.81 x 0.26 in),679 g (1.50 lb),"Glass front, aluminum back, aluminum frame",No,Stylus support,"IPS LCD, 1B colors, 144Hz, HDR10, 900 nits (peak)","13.0 inches, 503.2 cm 2 (~87.6% screen-to-body ratio)","2064 x 3096 pixels, 3:2 ratio (~286 ppi density)","Android 14, OriginOS 4",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",UFS 4.0 UFS 3.1 - 128GB only,,"LED flash, panorama",Yes,8 MP,1080p@30fps,11500 mAh,"66W wired, PD 5W reverse wired",13 MP,,,,,,
vivo,https://www.gsmarena.com/vivo_t3-12887.php,vivo T3,163.2 x 75.8 x 7.8 mm or 8.0 mm,185.5 g or 188 g (6.56 oz),"Glass front, plastic or silicone polymer (eco leather) back, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1800 nits (peak)","6.67 inches, 107.4 cm 2 (~86.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 14, Funtouch 14",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x 2.0 Cortex-A510),Mali-G610 MC4,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS Auxiliary lens","LED flash, panorama, HDR","4K@30fps, 1080p@30fps, OIS","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",1080p@30fps,5000 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y03-12868.php,vivo Y03,163.8 x 75.7 x 8.4 mm (6.45 x 2.98 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz","6.56 inches, 103.4 cm 2 (~83.4% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Funtouch 14",Mediatek Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,,"LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",Yes,Li-Ion 5000 mAh,15W wired,"13 MP, f/2.2, (wide), PDAF Auxiliary lens",,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z9-12865.php,vivo iQOO Z9,163.2 x 75.8 x 7.8 mm (6.43 x 2.98 x 0.31 in),188 g (6.63 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, HDR, 1800 nits (peak)","6.67 inches, 107.4 cm 2 (~86.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 14, Funtouch 14",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x Cortex-A510),Mali-G610 MC4,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS Auxiliary lens","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, gyro-EIS, HDR","16 MP, f/2.0, (wide), 1/3.0"", 1.0µm",1080p@30fps,Li-Ion 5000 mAh,"44W wired, 50% in 30 min",,,Dragontrail Star 2 Plus,,,,
vivo,https://www.gsmarena.com/vivo_v30_pro-12829.php,vivo V30 Pro,164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),188 g (6.63 oz),"Glass front (Schott α), glass back, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, HDR10+, 120Hz, 2800 nits (peak)","6.78 inches, 111.0 cm 2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, up to 2 major Android upgrades, Funtouch 14",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Zeiss optics, Zeiss T* lens coating, Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 20mm (wide), 1/2.76"", 0.64µm, AF","4K@30fps, 1080p@30fps",Li-Ion 5000 mAh,"80W wired, PD, 100% in 43 min Reverse wired",,"Dual-LED flash, HDR",Schott α glass,"50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS 50 MP, f/1.9, 50mm (telephoto), 1/2.51"", 0.64µm, PDAF, 2x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_y100t-12839.php,vivo Y100t,164.6 x 75.8 x 8.8 mm (6.48 x 2.98 x 0.35 in),200 g (7.05 oz),"Glass front, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.64 inches, 106.8 cm 2 (~85.6% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, OriginOS 3",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,"64 MP, f/1.8, (wide), 1/2.0"", 0.7µm, PDAF, OIS Auxiliary lens","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,120W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo9_pro-12819.php,vivo iQOO Neo9 Pro,163.5 x 75.7 x 8.0 mm or 8.3 mm,190 g or 196 g (6.70 oz),"Glass front, glass back or silicone polymer back (eco leather), plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM), 3000 nits (peak)","6.78 inches, 111.0 cm 2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, Funtouch 14",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 4.0,"50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS 8 MP, f/2.2, 119˚ (ultrawide)","LED flash, panorama, HDR","8K@30fps, 4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide), 1/3.1""",1080p@30fps,Li-Po 5160 mAh,"120W wired, 50% in 11 min Reverse wired",,,Schott Xensation Up,,,,
vivo,https://www.gsmarena.com/vivo_y200e-12836.php,vivo Y200e,163.2 x 75.8 x 7.8 mm (6.43 x 2.98 x 0.31 in),185.5 g or 191 g (6.56 oz),"Glass front, plastic or silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1800 nits (peak)","6.67 inches, 107.4 cm 2 (~86.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 14, Funtouch 14",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,Li-Ion 5000 mAh,"44W wired, 32% in 15 min",,,,,,,
vivo,https://www.gsmarena.com/vivo_v30-12818.php,vivo V30,164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),186 g (6.56 oz),"Glass front, plastic frame, glass back",· Nano-SIM · Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, HDR10+, 120Hz, 1200 nits (HBM), 2800 nits (peak)","6.78 inches, 111.0 cm 2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, up to 2 major Android upgrades, Funtouch 14",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,,"Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF","4K@30fps, 1080p@30fps",Li-Ion 5000 mAh,"80W wired, PD, 100% in 48 min Reverse wired",,"Dual-LED flash, HDR",Schott Alpha,"50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF 2 MP, f/2.4 (market/region dependent)",,,
vivo,https://www.gsmarena.com/vivo_y100_(idn)-12806.php,vivo Y100 (IDN),163.2 x 75.8 x 7.8 mm (6.43 x 2.98 x 0.31 in),185.5 g or 191 g (6.56 oz),"Glass front, plastic or silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, 1200 nits (peak)","6.67 inches, 107.4 cm 2 (~86.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 14, Funtouch 14",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,"80W wired, 45% in 15 min",,,,,,,
vivo,https://www.gsmarena.com/vivo_y28-12860.php,vivo Y28,163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 13, Funtouch 13",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Li-Ion 5000 mAh,15W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_g2-12800.php,vivo G2,163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,,"LED flash, panorama",1080p@30fps,"5 MP, f/1.8, (wide)",Yes,5000 mAh,15W wired Reverse wired,"13 MP, f/2.2, (wide), PDAF Anti-stroboscopic sensor",,,,,,
vivo,https://www.gsmarena.com/vivo_v30_lite-12768.php,vivo V30 Lite,162.4 x 74.9 x 7.7 mm (6.39 x 2.95 x 0.30 in),190 g (6.70 oz),"Glass front, plastic frame, glass back",Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1150 nits (peak)","6.67 inches, 107.4 cm 2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver),Adreno 619,No,"256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,,"Ring-LED flash, panorama, HDR",1080p@30fps,"50 MP, f/2.0, 22mm (wide), AF",1080p@30fps,Li-Ion 4800 mAh,44W wired,,,,"64 MP, f/1.8, (wide), PDAF, OIS 8 MP, f/2.2, (ultrawide) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo9_pro_(china)-12764.php,vivo iQOO Neo9 Pro (China),163.5 x 75.7 x 8 mm or 8.3 mm,190 g or 196 g (6.70 oz),,Nano-SIM + Nano-SIM,,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM)","6.78 inches, 111.0 cm 2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, OriginOS 4",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,"50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS 50 MP, f/2.0, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF","LED flash, panorama, HDR","8K, 4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,5160 mAh,"120W wired, 40% in 9 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo9-12765.php,vivo iQOO Neo9,163.5 x 75.7 x 8 mm or 8.3 mm,190 g or 196 g (6.70 oz),,Nano-SIM + Nano-SIM,,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM)","6.78 inches, 111.0 cm 2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, OriginOS 4",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,"50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS 8 MP, f/2.2, 119˚ (ultrawide)","LED flash, panorama, HDR","8K, 4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,5160 mAh,"120W wired, 40% in 9 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_s18_pro-12743.php,vivo S18 Pro,164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),188 g (6.63 oz),"Glass front, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, 2800 nits (peak)","6.78 inches, 111.0 cm 2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, OriginOS 4",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM",UFS 3.1,,"Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF","4K@30fps, 1080p@30fps",5000 mAh,"80W wired, PD Reverse wired",,"Dual-LED flash, HDR",,"50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS 12 MP, f/2.0, (telephoto), PDAF, 2x optical zoom 50 MP, f/2.0, (ultrawide), 1/2.76""",,,
vivo,https://www.gsmarena.com/vivo_s18-12744.php,vivo S18,164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),185.8 g (6.56 oz),"Glass front, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, 2800 nits (peak)","6.78 inches, 111.0 cm 2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, OriginOS 4",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8GHz Cortex-A510),Adreno 720,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",UFS 2.2,"50 MP, f/1.9, (wide), PDAF, OIS 8 MP, f/2.2, (ultrawide)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF",1080p@30fps,5000 mAh,"80W wired, PD Reverse wired",,"Dual-LED flash, HDR",,,,,
vivo,https://www.gsmarena.com/vivo_s18e-12745.php,vivo S18e,162.4 x 74.9 x 7.7 mm (6.39 x 2.95 x 0.30 in),193 g (6.81 oz),"Glass front, plastic frame",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz, 1800 nits (peak)","6.67 inches, 107.4 cm 2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 14, OriginOS 4",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x Cortex-A510),Mali-G610 MC4,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), 1/1.95"", 0.65µm, PDAF, OIS Auxiliary lens","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",1080p@30fps,4800 mAh,"80W wired, PD Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y36i-12738.php,vivo Y36i,163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,128GB 4GB RAM,,,"LED flash, panorama",1080p@30fps,"5 MP, f/1.8, (wide)",Yes,5000 mAh,15W wired Reverse wired,"13 MP, f/2.2, (wide), PDAF Anti-stroboscopic sensor",,,,,,
vivo,https://www.gsmarena.com/vivo_y100i-12718.php,vivo Y100i,164.1 x 76.2 x 8 mm (6.46 x 3.00 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),IPS LCD,"6.64 inches, 106.8 cm 2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,44W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_x100_pro-12694.php,vivo X100 Pro,164.1 x 75.3 x 8.9 mm or 9.1 mm,221 g or 225 g (7.80 oz),"Glass front, aluminum frame, glass back",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.2% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)","Android 14, upgradable to Android 15, Funtouch 15 (International), OriginOS 4 (China)",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,,"Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","8K@30fps, 4K@30/60fps, 1080p, gyro-EIS","32 MP, f/2.0, 20mm (ultrawide)","4K@30/60fps, 1080p@30/60fps",Li-Ion 5400 mAh,"100W wired, 50% in 14 min 50W wireless Reverse wired",,HDR,,"50 MP, f/1.8, 23mm (wide), 1/0.98"", 1.6µm, dual pixel PDAF, OIS 50 MP, f/2.5, 100mm (periscope telephoto), 1/2.51"", 0.7µm, PDAF (18cm - ∞), OIS, 4.3x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_x100-12695.php,vivo X100,164.1 x 75.2 x 8.5 mm or 8.8 mm,202 g or 206 g (7.13 oz),"Glass front, glass back",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, 3000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.3% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)","Android 14, Funtouch 14 (International), OriginOS 4 (China)",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,,"Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","4K, 1080p, gyro-EIS","32 MP, f/2.0, 20mm (ultrawide)","4K@30fps, 1080p@30/60fps",Li-Ion 5000 mAh,"120W wired, 50% in 11 min Reverse wired",,HDR,,"50 MP, f/1.6, (wide), 1/1.49"", PDAF, OIS 64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_watch_3-12696.php,vivo Watch 3,46.1 x 46.1 x 13.8 mm (1.81 x 1.81 x 0.54 in),36 g (1.27 oz),,eSIM,5ATM water resistant Compatible with standard 22mm straps ECG certified - only Watch 3 ECG version,AMOLED,1.43 inches,466 x 466 pixels (~326 ppi density),Blue OS,,,,No,4GB 64MB RAM,,,,,,,505 mAh,,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_12_pro-12690.php,vivo iQOO 12 Pro,164.6 x 75.4 x 8.6 mm or 8.8 mm,205 g or 210 g (7.23 oz),,Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1600 nits (HBM), 3000 nits (peak)","6.78 inches, 111.0 cm 2 (~89.4% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)","Android 14, up to 2 major Android upgrades, Funtouch 14 (International), OriginOS 4 (China)",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,,"Color spectrum sensor, Dual-LED flash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS","16 MP, f/2.5, (wide)","1080p@30fps, gyro-EIS",5100 mAh,120W wired 50W wireless 10W reverse wireless,,HDR,,"50 MP, f/1.7, 23mm (wide), 1/1.3"", 1.2µm, ulti-directional PDAF, OIS 64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), AF",,,
vivo,https://www.gsmarena.com/vivo_iqoo_12-12691.php,vivo iQOO 12,163.2 x 75.9 x 8.1 mm or 8.4 mm,198.5 g or 203.7 g (7.02 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) - China only,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM), 3000 nits (peak)","6.78 inches, 111.0 cm 2 (~89.6% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, upgradable to Android 15, up to 4 major Android upgrades, Funtouch 15 (International), OriginOS 4 (China)",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.0,,"Color spectrum sensor, Dual-LED flash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,120W wired,,HDR,,"50 MP, f/1.7, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS 64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), AF",,,
