brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Selfie camera | Features,Display | Protection,Main Camera | Triple,Display | ,Main Camera | Quad,Selfie camera | Dual
vivo,https://www.gsmarena.com/vivo_x80-11492.php,vivo X80,165 x 75.2 x 8.3 mm or 8.8 mm,203 g / 206 g (7.16 oz),"Glass front, glass back or eco leather back",Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR, 1500 nits (peak)","6.78 inches, 111.0 cm 2 (~89.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 12, upgradable to Android 14, Funtouch 14 (Global), OriginOS Ocean (China)",Mediatek Dimensity 9000 (4 nm),Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,4500 mAh,"80W wired, 50% in 11 min Reverse wired",,HDR,,"50 MP, f/1.8, (wide), 1/1.49"", 1.0µm, PDAF, OIS 12 MP, f/2.0, 50mm (telephoto), 1/2.93"", 1.22µm, PDAF, 2x optical zoom 12 MP, f/2.0, 16mm (ultrawide), 1/2.93"", 1.22µm, AF",,,
vivo,https://www.gsmarena.com/vivo_t1_(snapdragon_778g)-11494.php,vivo T1 (Snapdragon 778G),159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in),180.3 g (6.35 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, HDR10+, 1300 nits (peak)","6.44 inches, 100.0 cm 2 (~85.1% screen-to-body ratio)","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,128GB 8GB RAM,,,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,4700 mAh,66W wired,,,,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, 117˚ (ultrawide) 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_t1x_4g-11493.php,vivo T1x 4G,164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.58 inches, 104.3 cm 2 (~83.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,"LED flash, HDR",1080p@30fps,"8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"50 MP, f/1.8, (wide), PDAF Auxiliary lens 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_s15e-11484.php,vivo S15e,159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, HDR10+","6.44 inches, 100.0 cm 2 (~85.1% screen-to-body ratio)","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Android 11, OriginOS Ocean",Exynos 1080 (5 nm),Octa-core (1x2.8 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G78 MP10,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,4700 mAh,"66W wired, 50% in 18 min",,,,"50 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, (ultrawide) 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo6_(china)-11461.php,vivo iQOO Neo6 (China),163 x 76.2 x 8.5 mm or 8.9 mm,194 / 197.2 g (6.84 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm 2 (~85.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 12, OriginOS Ocean",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",1080p@30fps,4700 mAh,"80W wired, 20-80% in 19 min",,HDR,,"64 MP, f/1.9, 25mm (wide), PDAF, OIS 12 MP, f/2.2, 16mm (ultrawide) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_x_note-11469.php,vivo X Note,168.8 x 80.3 x 8.4 mm (6.65 x 3.16 x 0.33 in),216 / 221 g (7.62 oz),,Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO AMOLED, 120Hz, HDR10+","7.0 inches, 121.3 cm 2 (~89.5% screen-to-body ratio)",1440 x 3080 pixels (~486 ppi density),"Android 12, OriginOS Ocean",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Laser AF, Zeiss optics, Zeiss T* lens coating, Dual-LED flash, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,"80W wired, 100% in 32 min 50W wireless 10W reverse wireless",,HDR,,,,"50 MP, f/1.6, (wide), 1/1.31"", 1.2µm, PDAF, OIS 8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 12 MP, f/2.0, 47mm (telephoto), 1/2.93"", 1.2µm, PDAF, 2x optical zoom 48 MP, f/2.2, 14mm, 114˚ (ultrawide), 1/2.0"", 0.8µm",
vivo,https://www.gsmarena.com/vivo_x_fold-11460.php,vivo X Fold,Unfolded: 162 x 144.9 x 6.3 mm Folded: 162 x 74.5 x 14.6 mm,311 g (10.97 oz),,Nano-SIM,,"Foldable LTPO AMOLED, 120Hz, HDR10+","8.03 inches, 206.5 cm 2 (~88.0% screen-to-body ratio)",1916 x 2160 pixels (~360 ppi density),"Android 12, OriginOS Ocean",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Laser AF, Zeiss optics, Zeiss T* lens coating, Dual-LED flash, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide) Cover camera: 16 MP, f/2.5, (wide)",1080p@30fps,4600 mAh,"66W wired, 100% in 37 min 50W wireless 10W reverse wireless",,HDR,,,"Cover display: AMOLED, 120Hz, 6.53 inches, 1080 x 2520 pixels, 21:9 ratio","50 MP, f/1.8, (wide), 1/1.57"", 1.0µm, dual pixel PDAF, OIS 8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 12 MP, f/2.0, 47mm (telephoto), PDAF, 2x optical zoom 48 MP, f/2.2, 14mm, 114˚ (ultrawide)",
vivo,https://www.gsmarena.com/vivo_pad-11470.php,vivo Pad,253.2 x 164.7 x 6.6 mm (9.97 x 6.48 x 0.26 in),489 g (1.08 lb),"Glass front, aluminum back, aluminum frame",No,Stylus support,"IPS LCD, 120Hz, HDR10","11.0 inches, 350.9 cm 2 (~84.1% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~274 ppi density)","Android 12, OriginOS HD",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"13 MP, f/2.2, 112˚ (ultrawide), 1.12µm, AF 8 MP, f/2.2, 112˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, panorama","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide), 1/4.0"", 1.12µm",1080p@30fps,8040 mAh,"44W wired, PD 5W reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y21g-11466.php,vivo Y21G,164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Funtouch 11.1",Mediatek MT6769 Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC (dedicated slot),64GB 4GB RAM,,"13 MP, f/2.2, (wide), PDAF 2 MP (macro)",LED flash,1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_u5x-11443.php,vivo iQOO U5x,164 x 75.2 x 8.3 mm (6.46 x 2.96 x 0.33 in),179 g (6.31 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, OriginOS Ocean",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,"128GB 4GB RAM, 128GB 8GB RAM",UFS 2.2,"13 MP, f/2.2, (wide), AF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,5000 mAh,10W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z6-11416.php,vivo iQOO Z6,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.58 inches, 104.3 cm 2 (~83.9% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 12, Funtouch 12",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,"Dual-LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y01-11413.php,vivo Y01,164 x 75.2 x 8.3 mm (6.46 x 2.96 x 0.33 in),178 g (6.28 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11 (Go edition), Funtouch 11.1",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM",eMMC 5.1,,LED flash,1080p@30fps,"5 MP, f/2.2",,5000 mAh,10W wired,"8 MP, f/2.0, AF or 13 MP, f/2.2, AF",,,,,,
vivo,https://www.gsmarena.com/vivo_y33s_5g-11391.php,vivo Y33s 5G,164 x 75.9 x 8.3 mm (6.46 x 2.99 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 103.1 cm 2 (~82.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 12, OriginOS Ocean",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.1,"13 MP, f/2.2, 26mm (wide), AF 2 MP (macro)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_9-11375.php,vivo iQOO 9,159.1 x 75.1 x 8.6 or 8.7 mm,200 g / 202 g (7.05 oz),"Glass front (Panda Glass), aluminum frame, glass back",Nano-SIM + Nano-SIM,Splash and dust resistant,"AMOLED, 1B colors, 120Hz, HDR10+, 1200 nits (peak)","6.56 inches, 104.6 cm 2 (~87.5% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),"Android 12, Funtouch 12",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, gimbal OIS 13 MP, f/2.5, 50mm (telephoto), PDAF, 2x optical zoom 13 MP, f/2.2, 16mm, 120˚ (ultrawide)","Dual-LED dual-tone flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60fps","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm",1080p@30fps,4350 mAh,"120W wired, 50% in 6 min, 100% in 18 min",,HDR,Panda Glass,,Monster Touch support,,
vivo,https://www.gsmarena.com/vivo_iqoo_9_se-11374.php,vivo iQOO 9 SE,163.2 x 76.4 x 8.4 mm (6.43 x 3.01 x 0.33 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,Splash and dust resistant,"Super AMOLED, 120Hz, HDR10+, 1200 nits (peak)","6.62 inches, 105.8 cm 2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 12, Funtouch 12",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 13 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/3.1"", 1.12µm, AF Auxiliary lens","Dual-LED dual-tone flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60fps","16 MP, f/2.0, (wide), 1/3.0"", 1.0µm",1080p@30fps,4500 mAh,"66W wired, 50% in 14 min, 100% in 39 min",,HDR,Panda Glass,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_9_pro-11309.php,vivo iQOO 9 Pro,164.8 x 75.2 x 8.8 mm,204 g or 210 g (7.20 oz),"Glass front (Panda Glass), aluminum frame, glass back or aramid fiber back",Nano-SIM + Nano-SIM,Splash and dust resistant,"LTPO2 AMOLED, 1B colors, 120Hz, HDR10+, Dolby Vision, 500 nits (typ), 1000 nits (HBM), 1500 nits (peak)","6.78 inches, 111.0 cm 2 (~89.6% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)","Android 12, Funtouch 12 (International), OriginOS Ocean (China)",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1 (V6),,"Dual-LED lash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm","1080p@30fps, gyro-EIS",4700 mAh,"120W wired, 50% in 8 min, 100% in 20 min 50W wireless 10W reverse wireless",,HDR,Panda Glass,"50 MP, f/1.8, (wide), 1/1.57"", 1.0µm, PDAF, gimbal OIS 16 MP, f/2.2, 60mm (telephoto), 1/3.1"", 1.0µm, PDAF, OIS, 2.5x optical zoom 50 MP, f/2.3, 15mm, 150˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_t1_5g-11351.php,vivo T1 5G,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.58 inches, 104.3 cm 2 (~83.9% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 12",Qualcomm SM6375 Snapdragon 695 5G (6 nm) Mediatek Dimensity 810 (6 nm) - Indonesia,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver) Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55) - Indonesia,Adreno 619 Mali-G57 MC2 - Indonesia,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2 - India,,"Dual-LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y33-11330.php,vivo Y33,164 x 75.5 x 8.4 mm (6.46 x 2.97 x 0.33 in),191 g (6.74 oz),"Glass front, plastic frame, plastic back",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~84.2% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 11.1",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,128GB 4GB RAM,,,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"18W wired, 70% in 66 min",,,,"48 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y75_5g-11338.php,vivo Y75 5G,164 x 75.9 x 8.3 mm (6.46 x 2.99 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~83.8% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 12",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),128GB 8GB RAM,,,"Dual-LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y55_5g-11324.php,vivo Y55 5G,164 x 75.9 x 8.3 mm (6.46 x 2.99 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~83.8% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 12",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM",,,"Dual-LED flash, HDR, panorama","1080p@30fps, gyro-EIS","8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_iqoo_9_(china)-11310.php,vivo iQOO 9 (China),164.5 x 76.7 x 8.4 mm (6.48 x 3.02 x 0.33 in),206 g (7.27 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR10, 1500 nits (peak)","6.78 inches, 111.0 cm 2 (~88.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 12, OriginOS Ocean",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)","1080p@30fps, gyro-EIS",4700 mAh,"120W wired, 100% in 19 min 10W reverse wireless",,HDR,,"50 MP, f/1.8, (wide), 1/1.57"", 1.0µm, PDAF, OIS 12 MP, f/2.0, 47mm (telephoto), PDAF, 2x optical zoom 13 MP, f/2.2, 16mm, 120˚ (ultrawide)",,,
vivo,https://www.gsmarena.com/vivo_v23_pro-11286.php,vivo V23 Pro,159.5 x 73.3 x 7.4 mm (6.28 x 2.89 x 0.29 in),171 g (6.03 oz),"Glass front (Schott Xensation α), glass back",Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, HDR10+","6.56 inches, 104.6 cm 2 (~89.5% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),"Android 12, Funtouch 12",Mediatek Dimensity 1200 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 12GB RAM",,,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,"4K@30fps, 1080p@30fps",4300 mAh,"44W wired, 63% in 30 min",,"Dual-LED dual-tone flash, HDR",Schott Xensation α glass,"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm PDAF 8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,"50 MP, f/2.0, (wide), AF 8 MP, f/2.3, 105˚ (ultrawide)"
vivo,https://www.gsmarena.com/vivo_v23_5g-11308.php,vivo V23 5G,157.2 x 72.4 x 7.4 or 7.6 mm,179 g or 181 g (6.31 oz),"Glass front (Schott Xensation Up), glass back",Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, HDR10+","6.44 inches, 100.1 cm 2 (~88.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 12, upgradable to Android 14, Funtouch 14",Mediatek Dimensity 920 (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"128GB 8GB RAM, 256GB 12GB RAM",,,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,"4K@30fps, 1080p@30fps",4200 mAh,"44W wired, 68% in 30 min",,"Dual-LED dual-tone flash, HDR",Schott Xensation Up,"64 MP, f/1.9, 26mm (wide), PDAF 8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,"50 MP, f/2.0, (wide), AF 8 MP, f/2.3, 105˚ (ultrawide)"
vivo,https://www.gsmarena.com/vivo_y33t-11313.php,vivo Y33t,164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~83.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM",,,LED flash,1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired 2.5W reverse wired,,HDR,,"50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y21t_(india)-11301.php,vivo Y21t (India),164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.58 inches, 104.3 cm 2 (~83.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),128GB 4GB RAM,,,LED flash,1080p@30fps,"8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,18W wired 2.5W reverse wired,,HDR,,"50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y21a-11329.php,vivo Y21a,164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Funtouch 11.1",Mediatek MT6762 Helio P22 (12 nm) Mediatek MT6765 Helio P35 (12 nm) - Egypt,Octa-core 2.0 GHz Cortex-A53 Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53) - Egypt,PowerVR GE8320,microSDXC (dedicated slot),64GB 4GB RAM,,"13 MP, f/2.2, (wide), PDAF 2 MP (macro)",LED flash,1080p@30fps,"8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,18W wired 2.5W reverse wired,,HDR,,,,,
