brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Triple,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Features,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Main Camera | Single,Display | ,Memory | ,Selfie camera | Dual,Main Camera | Quad
honor,https://www.gsmarena.com/honor_pad_x9a-13751.php,Honor Pad X9a,267.3 x 167.4 x 6.8 mm (10.52 x 6.59 x 0.27 in),475 g (1.05 lb),"Glass front, aluminum frame, aluminum back",No,Stylus support,"TFT LCD, 120Hz, 400 nits (peak)","11.5 inches, 376.3 cm 2 (~84.1% screen-to-body ratio)","1504 x 2508 pixels, 5:3 ratio (~254 ppi density)",Mohs level 4,"Android 15, MagicOS 9",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,,1080p@30fps,"5 MP, f/2.2",,1080p@30fps,Li-Ion 8300 mAh,35W wired,,"8 MP, f/2.0, (wide), 1/5.0""",,,,
honor,https://www.gsmarena.com/honor_play9a-13743.php,Honor Play9A,163.9 x 75.8 x 8.7 mm (6.45 x 2.98 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,TFT LCD,"6.56 inches, 103.4 cm 2 (~83.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 14, MagicOS 8",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM",,LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,,,"13 MP, f/1.8, (wide) Auxiliary lens",,,,
honor,https://www.gsmarena.com/honor_watch_5_ultra-13685.php,Honor Watch 5 Ultra,46.3 x 46.3 x 11.4 mm (1.82 x 1.82 x 0.45 in),51.8 g (1.83 oz),"Glass front, titanium alloy frame (grade 5), glass-fiber reinforced plastic back",No,IP68 dust tight and water resistant 5 ATM/40m ECG certified,LTPO AMOLED,1.5 inches,466 x 466 pixels (~310 ppi density),Sapphire Glass,Proprietary OS,,,,No,8GB,,,,,,,480 mAh,,,,,,,
honor,https://www.gsmarena.com/honor_x8c-13621.php,Honor X8c,161.1 x 74.6 x 7.1 mm (6.34 x 2.94 x 0.28 in),174 g (6.14 oz),"Glass front, plastic frame, plastic back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,"IP64 dust tight and water resistant (water splashes); (up to 0.25m for 3 min, 0.5m for 1 min) Drop resistant up to 1.8m","AMOLED, 120Hz, 1200 nits (HBM), 2800 nits (peak)","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,"Android 15, MagicOS 9",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","50 MP, f/2.1, (wide)",,1080p@30fps,Li-Po 5000 mAh,35W wired,"108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF, OIS 5 MP, f/2.2, (ultrawide)",,,,,
honor,https://www.gsmarena.com/honor_magic7_lite-13581.php,Honor Magic7 Lite,162.8 x 75.5 x 8 mm (6.41 x 2.97 x 0.31 in),189 g (6.67 oz),,Nano-SIM + eSIM,IP64 dust tight and water resistant (water splashes) Drop resistant up to 2m,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, 4000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.7% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),Mohs level 4,"Android 14, MagicOS 8",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 4GB RAM, 512GB 6GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",,1080p@30fps,Si/C Li-Ion 6600 mAh,66W wired Reverse wired,"108 MP, f/1.8, (wide), 1/1.67"", PDAF, OIS 5 MP, f/2.2, (ultrawide)",,,,,
honor,https://www.gsmarena.com/honor_magic7_rsr_porsche_design-13588.php,Honor Magic7 RSR Porsche Design,162.7 x 77.1 x 8.8 mm (6.41 x 3.04 x 0.35 in),228 g (8.04 oz),"Glass front (NanoCrystal Shield), glass back, aluminum frame",· Nano-SIM + Nano-SIM + eSIM + eSIM (max 2 at a time) - INT · Nano-SIM + Nano-SIM - CN,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, 4320Hz PWM, Dolby Vision, HDR, 1600 nits (HBM), 5000 nits (peak)","6.8 inches, 112.8 cm 2 (~89.9% screen-to-body ratio)","1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density)",NanoCrystal Shield,"Android 15, MagicOS 9",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"512GB 16GB RAM, 1TB 24GB RAM","50 MP, f/1.4-2.0, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS 200 MP, f/1.9, 72mm (periscope telephoto), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, dual pixel PDAF","LiDAR AF, color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", 0.6µm, AF TOF 3D, (depth/biometrics sensor)",,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",Si/C Li-Ion 5850 mAh,100W wired 80W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_gt-13569.php,Honor GT,161 x 74.2 x 7.7 mm (6.34 x 2.92 x 0.30 in),196 g (6.91 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 1B colors, 120Hz, HDR, 1200 nits (HBM), 4000 nits (peak)","6.7 inches, 108.5 cm 2 (~90.8% screen-to-body ratio)",1200 x 2664 pixels (~436 ppi density),,"Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),8-core (1x3.3GHz Cortex-X4 & 3x3.2GHz Cortex-A720 & 2x3.0GHz Cortex-A720 & 2x2.3GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,"LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS","16 MP, f/2.5, (wide)",HDR,"1080p, gyro-EIS",Si/C Li-Ion 5300 mAh,"100W wired, 60% in 15 min 5W reverse wired","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF",,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_pad_v9-13568.php,Honor Pad V9,259.1 x 176.1 x 6.1 mm (10.20 x 6.93 x 0.24 in),475 g (1.05 lb),,No,Honor Pencil 3 (15ms latency),"IPS LCD, 1B colors, 144Hz, HDR, 500 nits (typ)","11.5 inches, 391.6 cm 2 (~85.8% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~291 ppi density)",,"Android 15, MagicOS 9",Mediatek Dimensity 8350 (4 nm),Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510),Mali G615-MC6,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Si/C Li-Ion 10100 mAh,35W wired - Global 66W wired - China,,"13 MP, f/2.0, (wide), AF",,,,
honor,https://www.gsmarena.com/honor_300_ultra-13537.php,Honor 300 Ultra,163.8 x 75.3 x 8.2 mm (6.45 x 2.96 x 0.32 in),198 g (6.98 oz),"Glass front, glass back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 1B colors, 120Hz, HDR, 1200 nits (HBM), 4000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.4% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),Giant rhino glass,"Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 5x2.95 GHz Cortex-A720 & 2x2.0 GHz Cortex-A520),Adreno 750,No,"512GB 12GB RAM, 1TB 16GB RAM","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/3.0, (periscope telephoto), 1/2.51"", 0.7µm, PDAF, OIS, 3.8x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS",,HDR,"4K, 1080p, gyro-EIS",Si/C Li-Ion 5300 mAh,"100W wired, 59% in 15 min 80W wireless, 39% in 15 min 5W reverse wired Reverse wireless",,,,,"50 MP, f/2.1, (wide) 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_300_pro-13538.php,Honor 300 Pro,163.8 x 75.3 x 8.2 mm (6.45 x 2.96 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 1B colors, 120Hz, HDR, 1200 nits (HBM), 4000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.4% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,"Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 5x2.95 GHz Cortex-A720 & 2x2.0 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.4, (telephoto), PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS",,HDR,"4K, 1080p, gyro-EIS",Si/C Li-Ion 5300 mAh,"100W wired, 59% in 15 min 80W wireless, 39% in 15 min 5W reverse wired Reverse wireless",,,,,"50 MP, f/2.1, (wide) 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_300-13539.php,Honor 300,161 x 74.2 x 7 mm (6.34 x 2.92 x 0.28 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 1B colors, 120Hz, 1200 nits (HBM), 4000 nits (peak)","6.7 inches, 108.5 cm 2 (~90.8% screen-to-body ratio)",1200 x 2664 pixels (~436 ppi density),,"Android 15, MagicOS 9",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,"LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS","50 MP, f/2.1, (wide)",HDR,"4K, 1080p, gyro-EIS",Si/C Li-Ion 5300 mAh,"100W wired, 53% in 15 min 5W reverse wired","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF",,,,,
honor,https://www.gsmarena.com/honor_x9c_smart-13536.php,Honor X9c Smart,166 x 75.8 x 7.9 mm (6.54 x 2.98 x 0.31 in),193 g (6.81 oz),,Nano-SIM + Nano-SIM,Waterproof,"TFT LCD, 120Hz, 850 (HBM)","6.8 inches, 111.3 cm 2 (~88.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 14, Magic OS 8",Mediatek Dimensity 7025 Ultra (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Li-Po 5800 mAh,35W wired 5W reverse wired,"108 MP, f/1.8, (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide)",,,,,
honor,https://www.gsmarena.com/honor_play9c-13493.php,Honor Play9C (China),163.6 x 75.3 x 8.4 mm (6.44 x 2.96 x 0.33 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz, 780 nits (peak)","6.56 inches, 103.4 cm 2 (~83.9% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 14, Magic OS 8",Mediatek Dimensity 6100+ (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,10W wired 2.5W reverse wired,,"13 MP, f/1.8, (wide)",,,,
honor,https://www.gsmarena.com/honor_play9t-13494.php,Honor Play9T,166.9 x 76.8 x 8.1 mm (6.57 x 3.02 x 0.32 in),197 g or 199 g (6.95 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz","6.77 inches, 110.2 cm 2 (~86.0% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)",,"Android 14, Magic OS 8",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6000 mAh,35W wired,"50 MP, f/1.8, (wide), AF Auxiliary lens",,,UFS 3.1,,
honor,https://www.gsmarena.com/honor_x9c-13490.php,Honor X9c,162.8 x 75.5 x 8 mm (6.41 x 2.97 x 0.31 in),189 g (6.67 oz),,Nano-SIM + Nano-SIM,IP65M dust tight and water resistant (low pressure water jets) Drop resistant up to 2m,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, 4000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.7% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,"Android 14, Magic OS 8",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","108 MP, f/1.8, (wide), 1/1.67"", PDAF, OIS 5 MP, f/2.2, (ultrawide)","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps","16 MP, f/2.5, (wide)",,1080p@30fps,Si/C Li-Ion 6600 mAh,66W wired Reverse wired,,,,,,
honor,https://www.gsmarena.com/honor_magic7_pro-13480.php,Honor Magic7 Pro,162.7 x 77.1 x 8.8 mm (6.41 x 3.04 x 0.35 in),223 g (7.87 oz),"Glass front (NanoCrystal Shield), glass back",· Nano-SIM + eSIM · eSIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, 4320Hz PWM, Dolby Vision, HDR Vivid, 1600 nits (HBM), 5000 nits (peak)","6.8 inches, 112.8 cm 2 (~89.9% screen-to-body ratio)","1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density)","NanoCrystal Shield, Mohs level 5","Android 15, upgradable to Android 16, up to 7 major Android upgrades, MagicOS 10",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-2.0, 24mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS 200 MP, f/2.6, 72mm (periscope telephoto), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, dual pixel PDAF","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@24/30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, 21mm (wide), 1/2.93"", 0.6µm, PDAF TOF 3D, (depth/biometrics sensor)",,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",Market-dependent versions: · Si/C Li-Ion 5850 mAh (Global) · Si/C Li-Ion 5270 mAh (Europe only),"100W wired, 100% in 33 min 80W wireless, 100% in 44 min Reverse wireless 5W reverse wired",,,HDR image support,UFS 4.0,,
honor,https://www.gsmarena.com/honor_magic7-13481.php,Honor Magic7,162.1 x 75.8 x 8 mm (6.38 x 2.98 x 0.31 in),199 g (7.02 oz),"Glass front (Giant Rhino Glass), glass-fiber reinforced plastic back",Nano-SIM + Nano-SIM,IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, 4320Hz PWM, Dolby Vision, HDR, 1600 nits (HBM), 5000 nits (peak)","6.78 inches, 111.2 cm 2 (~90.5% screen-to-body ratio)",1264 x 2800 pixels (~453 ppi density),Giant rhino glass,"Android 15, MagicOS 9",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.3"", 1.2µm, dual pixel PDAF 50 MP, f/2.4, 68mm (telephoto), PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, dual pixel PDAF","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@24/30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", 0.6µm",,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",Si/C Li-Ion 5650 mAh,100W wired 80W wireless Reverse wireless 5W reverse wired,,,HDR image support,UFS 4.X,,
honor,https://www.gsmarena.com/honor_x5b_plus-13464.php,Honor X5b Plus,163.9 x 75.8 x 8.7 mm (6.45 x 2.98 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz, 530 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 14, Magic OS 8",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC,"128GB 4GB RAM, 256GB 4GB RAM",,LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,10W wired,,"50 MP, f/1.8, (wide) Auxiliary lens",,,,
honor,https://www.gsmarena.com/honor_x5b-13463.php,Honor X5b,163.9 x 75.8 x 8.7 mm (6.45 x 2.98 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz, 530 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 14, Magic OS 8",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM",,LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,10W wired,,"13 MP, f/1.8, (wide) Auxiliary lens",,,,
honor,https://www.gsmarena.com/honor_x7c-13416.php,Honor X7c 4G,166.9 x 76.8 x 8.1 mm (6.57 x 3.02 x 0.32 in),194 g or 196 g (6.84 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz","6.77 inches, 110.2 cm 2 (~86.0% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)",Tempered glass,"Android 14, MagicOS 8",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Unspecified,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5200/6000 mAh (market/region dependent),35W wired,"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x60_pro-13443.php,Honor X60 Pro,162.8 x 75.5 x 8 mm (6.41 x 2.97 x 0.31 in),188 g (6.63 oz),"Glass front, plastic back",Nano-SIM + Nano-SIM,Waterproof Drop resistant up to 2m,"AMOLED, 1B colors, 120Hz, 3000 (peak)","6.78 inches, 111.5 cm 2 (~90.7% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),Tempered glass,"Android 14, Magic OS 8",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Si/C Li-Ion 6600 mAh,66W wired 5W reverse wired,,"108 MP, f/1.8, (wide), 1/1.67"", PDAF",,,,
honor,https://www.gsmarena.com/honor_x60-13415.php,honor_x60-13415.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,https://www.gsmarena.com/honor_pad_gt_pro-13417.php,Honor Pad GT Pro,274.5 x 180.5 x 5.8 mm (10.81 x 7.11 x 0.23 in),555 g (1.22 lb),,No,Stylus support,"OLED, 1B colors, 144Hz, 1600 nits (peak)","12.3 inches, 443.2 cm 2 (~89.4% screen-to-body ratio)",1920 x 3000 pixels (~290 ppi density),,"Android 14, MagicOS 8",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",,"LED flash, HDR","4K@30fps, 1080p@30fps","9 MP, f/2.2",,1080p@30fps,Li-Po 10050 mAh,66W wired 5W reverse wired,,"13 MP, f/2.0, AF",,,,
honor,https://www.gsmarena.com/honor_200_smart-13281.php,Honor 200 Smart,166.9 x 76.8 x 8.1 mm (6.57 x 3.02 x 0.32 in),191 g or 193 g (6.74 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~86.8% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",Aluminosilicate glass,"Android 14, Magic OS 8",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,No,"256GB 4GB RAM, 256GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_watch_5-13307.php,Honor Watch 5,45.6 x 39.4 x 11 mm (1.80 x 1.55 x 0.43 in),35 g (1.23 oz),"Glass front, plastic back, aluminum frame",eSIM,IP68 dust tight and water resistant (immersible up to 50m/5ATM) Compatible with standard 22mm straps,"AMOLED, 1000 nits (peak)",1.85 inches,390 x 450 pixels (~322 ppi density),,MagicOS 8,,,,No,4GB,,,,,,,Si/C Li-Ion 480 mAh,,,,,,,
honor,https://www.gsmarena.com/honor_pad_x8a-13259.php,Honor Pad X8a,257 x 168.5 x 7.3 mm (10.12 x 6.63 x 0.29 in),495 g (1.09 lb),"Glass front, aluminum frame, aluminum back",No,,"TFT LCD, 90Hz, 400 nits","11.0 inches, 350.9 cm 2 (~81.0% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~206 ppi density)",Mohs level 4,"Android 14, MagicOS 8",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,No,"64GB 4GB RAM, 128GB 4GB RAM",,HDR,1080p@30fps,"5 MP, f/2.2",,1080p@30fps,Li-Ion 8300 mAh,,,"5 MP, f/2.2, AF",,,,
honor,https://www.gsmarena.com/honor_x60i-13208.php,Honor X60i,161.1 x 74.6 x 7.2 mm (6.34 x 2.94 x 0.28 in),172 g (6.07 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 90Hz, 2000 nits (peak)","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,"Android 14, MagicOS 8",Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5000 mAh,35W wired 5W reverse wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
