brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Triple,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Features,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Main Camera | Single,Display | ,Memory | ,Selfie camera | Dual,Main Camera | Quad
honor,https://www.gsmarena.com/honor_magic5_ultimate-12155.php,Honor Magic5 Ultimate,162.9 x 76.7 x 8.8 mm (6.41 x 3.02 x 0.35 in),217 g (7.65 oz),"Glass front, eco leather back",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, HDR10+, 1800 nits (peak)","6.81 inches, 113.7 cm 2 (~91.0% screen-to-body ratio)","1312 x 2848 pixels, 19.5:9 ratio (~460 ppi density)",Glass/ceramic coating,"Android 13, MagicOS 7.1",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,512GB 16GB RAM,"50 MP, f/1.6, 23mm (wide), 1/1.12"" 1.4µm, multi-directional PDAF, OIS 50 MP, f/3.0, 90mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.5"", AF TOF 3D (depth)","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","12 MP, f/2.4, 100˚ (ultrawide), 1.22µm TOF 3D, (depth/biometrics sensor)",HDR,"4K@30fps, 1080p@30/60fps",Si/C Li-Ion 5450 mAh,66W wired 50W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_magic5_pro-12148.php,Honor Magic5 Pro,162.9 x 76.7 x 8.8 mm (6.41 x 3.02 x 0.35 in),219 g (7.72 oz),"Glass front, glass back or eco leather back",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM + eSIM (max 2 at a time),IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, HDR10+, 1800 nits (peak)","6.81 inches, 113.7 cm 2 (~91.0% screen-to-body ratio)","1312 x 2848 pixels, 19.5:9 ratio (~460 ppi density)",,"Android 13, upgradable to Android 14, MagicOS 8",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.6, 23mm (wide), 1/1.12"" 1.4µm, multi-directional PDAF, OIS 50 MP, f/3.0, 90mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.76"", AF TOF 3D (depth)","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","12 MP, f/2.4, 100˚ (ultrawide), 1.22µm TOF 3D, (depth/biometrics sensor)",HDR,"4K@30fps, 1080p@30/60fps",Market-dependent versions: · Li-Po 5100 mAh (Global) · Si/C Li-Ion 5450 mAh (China only),66W wired 50W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_magic5-12149.php,Honor Magic5,161.4 x 75.5 x 7.8 mm (6.35 x 2.97 x 0.31 in),191 g (6.74 oz),"Glass front, glass back or eco leather back",· Nano-SIM · Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, HDR10+, 1600 nits (peak)","6.73 inches, 110.2 cm 2 (~90.4% screen-to-body ratio)",1224 x 2688 pixels (~439 ppi density),,"Android 13, MagicOS 7.1",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","54 MP, f/1.9, (wide), 1/1.49"", PDAF 32 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.5"", AF","Color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","12 MP, f/2.4, 100˚ (ultrawide), 1.22µm",HDR,"4K@30fps, 1080p@30/60fps",Li-Po 5100 mAh,66W wired 5W reverse wired,,,,UFS,,
honor,https://www.gsmarena.com/honor_magic5_lite-12107.php,Honor Magic5 Lite,161.6 x 73.9 x 7.9 mm (6.36 x 2.91 x 0.31 in),175 g (6.17 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, 800 nits (HBM)","6.67 inches, 107.4 cm 2 (~89.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Scratch/drop-resistant glass,"Android 12, upgradable to Android 13, MagicOS 7.1",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,"128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Li-Po 5100 mAh,40W wired,"64 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)",,,,,
honor,https://www.gsmarena.com/honor_x8a-12113.php,Honor X8a,162.9 x 74.5 x 7.5 mm (6.41 x 2.93 x 0.30 in),179 g (6.31 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.7 inches, 108.7 cm 2 (~89.6% screen-to-body ratio)",1080 x 2388 pixels (~391 ppi density),,"Android 12, Magic UI 6.1",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 128GB 12GB RAM, 256GB 4GB RAM, 256GB 8GB RAM","100 MP, f/1.9, (wide), AF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.5",,1080p@30fps,Li-Po 4500 mAh,"22.5W wired, 50% in 30 min",,,,,,
honor,https://www.gsmarena.com/honor_x5-12093.php,Honor X5,164 x 75.6 x 8.9 mm (6.46 x 2.98 x 0.35 in),193 g (6.81 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,TFT LCD,"6.5 inches, 102.0 cm 2 (~82.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,Android 12 (Go edition),Mediatek MT6762 Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC,32GB 2GB RAM,,LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5000 mAh,,,"8 MP, f/2.0, (wide), AF",,,,
honor,https://www.gsmarena.com/honor_x9a-12075.php,Honor X9a,161.6 x 73.9 x 7.9 mm (6.36 x 2.91 x 0.31 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, 800 nits (HBM)","6.67 inches, 107.4 cm 2 (~89.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,"Android 12, upgradable to Android 13, MagicOS 7",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Li-Po 5100 mAh,40W wired,"64 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)",,,,,
honor,https://www.gsmarena.com/honor_x7a-12076.php,Honor X7a,167.5 x 76.9 x 8.3 mm (6.59 x 3.03 x 0.33 in),196 g (6.91 oz),,· Nano-SIM · Nano-SIM + Nano-SIM,,TFT LCD,"6.75 inches, 110.0 cm 2 (~85.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,"Android 12, Magic UI 6.1",Mediatek MT6765H Helio G37 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),PowerVR GE8320,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5330 or 6000 mAh (market/region dependent),22.5W wired 5W reverse wired,,,,,,"50 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro) Auxiliary lens"
honor,https://www.gsmarena.com/honor_80_pro_flat-12065.php,Honor 80 Pro Flat,162.3 x 75.3 x 7.9 mm (6.39 x 2.96 x 0.31 in),186 g or 193 g (6.56 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, HDR, 1000 nits (peak)","6.67 inches, 107.4 cm 2 (~87.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,"Android 12, MagicOS 7",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,256GB 12GB RAM,"160 MP, f/1.8, (wide), 1/1.56"", 0.75µm, PDAF 8 MP, f/2.2, (ultrawide) Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.4, (wide)",HDR,"1080p@30fps, gyro-EIS",Li-Po 4800 mAh,"66W wired, 3-50% in 15 min 5W reverse wired",,,,,,
honor,https://www.gsmarena.com/honor_80_gt-12043.php,Honor 80 GT,162.5 x 75.3 x 7.9 mm (6.40 x 2.96 x 0.31 in),187 g or 195 g (6.60 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10, 1400 nits (peak)","6.67 inches, 107.4 cm 2 (~87.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,"Android 12, MagicOS 7",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM","54 MP, f/1.9, (wide), 1/1.49"", PDAF 8 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.4, (wide)",,"1080p@30fps, gyro-EIS",Li-Po 4800 mAh,"66W wired, 3-50% in 15 min 5W reverse wired",,,,,,
honor,https://www.gsmarena.com/honor_pad_v8_pro-12044.php,Honor Pad V8 Pro,277 x 179 x 6.6 mm or 7 mm,589 g or 599 g (1.30 lb),"Glass front, aluminum frame, aluminum back or eco leather back",No,Honor Pencil 3 (15ms latency),"IPS LCD, 1B colors, 144Hz, 600 nits","12.1 inches, 424.5 cm 2 (~85.6% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~249 ppi density)",,"Android 12, MagicOS 7",Mediatek Dimensity 8100 (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR","4K@30fps, 1080p@30fps","5 MP, f/2.2",,1080p@30fps,Li-Po 10050 mAh,35W wired,,"13 MP, f/2.0, (wide), 1/3.0"", AF",IMAX enhanced,,,
honor,https://www.gsmarena.com/honor_80_pro-11992.php,Honor 80 Pro,163.3 x 74.9 x 7.8 mm (6.43 x 2.95 x 0.31 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, HDR, 1000 nits (peak)","6.78 inches, 111.5 cm 2 (~91.2% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,"Android 12, MagicOS 7",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","160 MP, f/1.8, (wide), 1/1.56"", 0.75µm, PDAF 50 MP, f/2.0, 122˚ (ultrawide), AF Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS",,HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 4800 mAh,"66W wired, 3-50% in 15 min 5W reverse wired",,,,,"50 MP, f/2.4, 100˚, (ultrawide) 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_80-11993.php,Honor 80,161.1 x 73.9 x 7.7 mm (6.34 x 2.91 x 0.30 in),180 g (6.35 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, 1000 nits (peak)","6.67 inches, 107.9 cm 2 (~90.7% screen-to-body ratio)",1080 x 2400 pixels (~444 ppi density),,"Android 12, MagicOS 7",Qualcomm Snapdragon 782G (6 nm),Octa-core (1x2.7 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 642L,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","160 MP, f/1.8, (wide), 1/1.56"", 0.75µm, PDAF 8 MP, f/2.2, (ultrawide), AF 2 MP (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.4, (wide)",HDR,"1080p@30fps, gyro-EIS",Li-Po 4800 mAh,"66W wired, 3-50% in 15 min 5W reverse wired",,,,,,
honor,https://www.gsmarena.com/honor_80_se-11995.php,Honor 80 SE,161.3 x 73.4 x 7.7 mm (6.35 x 2.89 x 0.30 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz","6.67 inches, 107.9 cm 2 (~91.2% screen-to-body ratio)",1080 x 2400 pixels (~444 ppi density),,"Android 12, MagicOS 7",Mediatek Dimensity 900 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","32 MP, f/2.4, (wide)",HDR,1080p@30fps,Li-Po 4600 mAh,"66W wired, 3-80% in 30 min",,,,,,
honor,https://www.gsmarena.com/honor_magic_vs_ultimate-11994.php,Honor Magic Vs Ultimate,Unfolded: 160.3 x 141.5 x 6.1 mm Folded: 160.3 x 72.6 x 12.9 mm,265 g (9.35 oz),"Glass front, glass back, magnesium alloy frame, titanium alloy folding mechanism",Nano-SIM + Nano-SIM,,"Foldable OLED, 1B colors, 90Hz, HDR10+, 800 nits","7.9 inches, 199.5 cm 2 (~87.9% screen-to-body ratio)",1984 x 2272 pixels (~382 ppi density),,"Android 12, MagicOS 7",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.2 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),Adreno 730,No,512GB 16GB RAM,"54 MP, f/1.9, 27mm (wide), 1/1.49"", 1.0µm, PDAF 8 MP, f/2.4, (telephoto), PDAF, 3x optical zoom, OIS 50 MP, f/2.0, 13mm, 122˚ (ultrawide), AF","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+","16 MP, f/2.5, (wide)",HDR,"1080p@30fps, gyro-EIS",Li-Po 5000 mAh,66W wired 5W reverse wired,,,"Stylus support Cover display: OLED (nano glass-ceramic cover), 1B colors, 120Hz, HDR10+, 1200 nits 6.45 inches, 1080 x 2560 pixels, 431 ppi",,,
honor,https://www.gsmarena.com/honor_magic_vs-11991.php,Honor Magic Vs,Unfolded: 160.3 x 141.5 x 6.1 mm Folded: 160.3 x 72.6 x 12.9 mm,261 g / 267 g (9.21 oz),"Glass front, glass back or eco leather back, magnesium alloy frame, titanium alloy folding mechanism",Nano-SIM + Nano-SIM,,"Foldable OLED, 1B colors, 90Hz, HDR10+, 800 nits","7.9 inches, 199.5 cm 2 (~87.9% screen-to-body ratio)",1984 x 2272 pixels (~382 ppi density),,"Android 13, MagicOS 7.1 - International Android 12, MagicOS 7 - China",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","54 MP, f/1.9, 27mm (wide), 1/1.49"", 1.0µm, PDAF 8 MP, f/2.4, 81mm (telephoto), PDAF, 3x optical zoom, OIS 50 MP, f/2.0, 13mm, 122˚ (ultrawide), AF","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+","16 MP, f/2.5, 24mm (wide)",HDR,"1080p@30fps, gyro-EIS",Li-Po 5000 mAh,66W wired 5W reverse wired,,,"Cover display: OLED, 1B colors, 120Hz, HDR10+, 1200 nits 6.45 inches, 1080 x 2560 pixels, 431 ppi",,,
honor,https://www.gsmarena.com/honor_play_40_plus-11943.php,Honor Play 40 Plus,167.5 x 76.9 x 8.3 mm (6.59 x 3.03 x 0.33 in),196 g (6.91 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz","6.74 inches, 109.7 cm 2 (~85.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,"Android 12, Magic UI 6.1",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6000 mAh,22.5W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x40_gt-11933.php,Honor X40 GT,166.1 x 75.8 x 8.5 mm (6.54 x 2.98 x 0.33 in),199.5 g (7.05 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 144Hz","6.81 inches, 112.3 cm 2 (~89.2% screen-to-body ratio)",1080 x 2388 pixels (~385 ppi density),,"Android 12, Magic UI 6.1",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, panorama, HDR","4K@30fps, 1080p@30fps; gyro-EIS","16 MP, f/2.5",,1080p@30fps,Li-Po 4800 mAh,"66W wired, 90% in 30 min 5W reverse wired",,,,UFS 3.1,,
honor,https://www.gsmarena.com/honor_play6c-11932.php,Honor Play6C,163.7 x 75.1 x 8.7 mm (6.44 x 2.96 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,TFT LCD,"6.5 inches, 102.0 cm 2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,"Android 11, Magic UI 5",Qualcomm SM4350-AC Snapdragon 480+ 5G (8 nm),Octa-core (2x2.2 GHz Kryo 460 & 6x1.9 GHz Kryo 460),Adreno 619,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5000 mAh,22.5W wired,"13 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x6-11894.php,Honor X6,163.7 x 75.1 x 8.7 mm (6.44 x 2.96 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,TFT LCD,"6.5 inches, 102.0 cm 2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,"Android 12, Magic UI 6.1",Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM","50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5000 mAh,10W wired,,,,,,
honor,https://www.gsmarena.com/honor_pad_x8-11889.php,Honor Pad X8,240.2 x 159 x 7.6 mm (9.46 x 6.26 x 0.30 in),460 g (1.01 lb),,No,,TFT LCD,"10.1 inches, 295.8 cm 2 (~77.4% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",,"Android 10, Magic UI 4",MediaTek MT8786,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 6GB RAM",,,1080p@30fps,2 MP,,,Li-Po 5100 mAh,,,5 MP,,,,
honor,https://www.gsmarena.com/honor_pad_x8_lite-11890.php,Honor Pad X8 Lite,240.2 x 159 x 7.6 mm (9.46 x 6.26 x 0.30 in),460 g (1.01 lb),,Nano-SIM,,IPS LCD,"9.7 inches, 272.8 cm 2 (~71.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~156 ppi density)",,"Android 12, Magic UI 6.1",Mediatek MT8786,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,Unspecified,32GB,,,1080p@30fps,2 MP,,720p@30fps,Li-Po 5100 mAh,,,5 MP,,,,
honor,https://www.gsmarena.com/honor_x40-11875.php,Honor X40,161.6 x 73.9 x 7.9 mm (6.36 x 2.91 x 0.31 in),172 g (6.07 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, 800 nits (HBM)","6.67 inches, 107.4 cm 2 (~89.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,"Android 12, Magic UI 6.1",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5100 mAh,40W wired,"50 MP, f/1.8, (wide), PDAF 2 MP (macro)",,,,,
honor,https://www.gsmarena.com/honor_x8_5g-11718.php,Honor X8 5G,163.7 x 75.1 x 8.7 mm (6.44 x 2.96 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,TFT LCD,"6.5 inches, 102.0 cm 2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,"Android 11, Magic UI 4.2",Qualcomm SM4350-AC Snapdragon 480+ 5G (8 nm),Octa-core (2x2.2 GHz Kryo 460 & 6x1.9 GHz Kryo 460),Adreno 619,microSDXC,128GB 6GB RAM,"48 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5000 mAh,22.5W wired,,,,,,
honor,https://www.gsmarena.com/honor_pad_8-11712.php,Honor Pad 8,278.5 x 174.1 x 6.9 mm (10.96 x 6.85 x 0.27 in),520 g (1.15 lb),"Glass front, aluminum frame, aluminum back",No,Stylus support,"IPS LCD, 1B colors, 350 nits (typ)","12.0 inches, 409.9 cm 2 (~84.5% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~194 ppi density)",,"Android 12, Magic UI 6.1",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,No,"128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",,,1080p@30fps,"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm",,1080p@30fps,Li-Po 7250 mAh,22.5W wired,,"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm, AF",,,,
honor,https://www.gsmarena.com/honor_x40i-11671.php,Honor X40i,162.9 x 74.5 x 7.4 mm (6.41 x 2.93 x 0.29 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"6.7 inches, 108.7 cm 2 (~89.6% screen-to-body ratio)",1080 x 2388 pixels (~391 ppi density),,"Android 12, Magic UI 6.1",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 4000 mAh,44W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_70_pro+-11577.php,Honor 70 Pro+,163.9 x 74.6 x 8.2 mm (6.45 x 2.94 x 0.32 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz","6.78 inches, 111.4 cm 2 (~91.1% screen-to-body ratio)",1200 x 2652 pixels (~429 ppi density),,"Android 12, Magic UI 6.1",Mediatek Dimensity 9000 (4 nm),Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"256GB 8GB RAM, 256GB 12GB RAM","54 MP, f/1.9, (wide), 1/1.49"", PDAF 8 MP. f/2.4, (telephoto), PDAF, OIS, 3x optical zoom 50 MP, f/2.2, 122˚ (ultrawide), AF","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","50 MP, f/2.4, 100˚ (ultrawide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 4500 mAh,"100W wired, 60% in 15 min 5W reverse wired",,,,,,
