brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Single,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Body | Build,Display | Protection,Display | ,Main Camera | Triple,Main Camera | Dual,Selfie camera | Features,Selfie camera | Dual,Main Camera | Quad
tecno,https://www.gsmarena.com/tecno_pova_6_neo_5g-13326.php,Tecno Pova 6 Neo 5G,165.4 x 76.8 x 7.8 mm (6.51 x 3.02 x 0.31 in),192.3 (6.77 oz),Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 120Hz","6.67 inches, 107.4 cm 2 (~84.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~263 ppi density)","Android 14, HIOS 14.5",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM",UFS 2.2,,Dual-LED flash,Yes,"8 MP, f/2.0",Yes,5000 mAh,18W wired,,,,,"108 MP, f/1.9, (wide), PDAF Unspecified camera",,,
tecno,https://www.gsmarena.com/tecno_spark_30c-13310.php,Tecno Spark 30C,-,-,Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 120Hz","6.67 inches, 107.4 cm 2","720 x 1600 pixels, 20:9 ratio (~263 ppi density)",Android 14,Mediatek Helio G81,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM, 256GB 4GB RAM, 256GB 8GB RAM",,"50 MP, (wide), 1/2.8"", PDAF Auxiliary lens","LED flash, HDR",1080p@30fps,8 MP,Yes,5000 mAh,18W wired,"Glass front, plastic back, plastic frame",,,,,,,
tecno,https://www.gsmarena.com/tecno_spark_go_1-13274.php,Tecno Spark Go 1,165.6 x 77 x 8.4 mm (6.52 x 3.03 x 0.33 in),-,Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 120Hz","6.67 inches, 107.4 cm 2 (~84.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~263 ppi density)","Android 14 (Go edition), HIOS 14",Unisoc T615 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC,"64GB 3GB RAM, 64GB 4GB RAM, 128GB 3GB RAM, 128GB 4GB RAM",eMMC 5.1,"13 MP, f/1.8, 27mm (wide), PDAF","Dual-LED flash, HDR",1080p@30fps,8 MP,Yes,5000 mAh,15W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_30s_pro-13242.php,Tecno Camon 30S Pro,164.6 x 74.6 x 7.8 mm (6.48 x 2.94 x 0.31 in),-,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 1B colors, 120Hz, 1300 nits (HBM)","6.78 inches, 109.9 cm 2 (~89.5% screen-to-body ratio)",1080 x 2436 pixels (~393 ppi density),"Android 14, up to 2 major Android upgrades, HIOS 14",Mediatek Helio G100 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,256GB 8GB RAM,,,"Dual-LED flash, HDR, panorama",Yes,"50 MP, AF",Yes,5000 mAh,"45W wired, 0-100% in 45 min 20W wireless",,,,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_20p-13125.php,Tecno Spark 20P,163.7 x 75.6 x 8.6 mm (6.44 x 2.98 x 0.34 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Android 13,Mediatek,Octa-core 2.2 GHz Cortex-A53,,microSDXC,256GB 4GB RAM,,"50 MP, (wide), 1/2.8"", PDAF Auxiliary lens","Dual-LED flash, HDR",1080p@30fps,8 MP,Yes,5000 mAh,18W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_20_pro_5g-13124.php,Tecno Spark 20 Pro 5G,168.5 x 76.2 x 8.3 mm or 8.5 mm,200 g or 201.5 g (7.05 oz),Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"IPS LCD, 120Hz","6.78 inches, 109.2 cm 2 (~85.0% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),Android 14,Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,Quad-LED flash,"1440p@30fps, 1080p@30fps","8 MP, (wide)","1440p@30fps, 1080p@30fps",5000 mAh,33W wired,,,,,"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF 2 MP (macro)",Dual-LED dual-tone flash,,
tecno,https://www.gsmarena.com/tecno_pova_6_neo-12911.php,Tecno Pova 6 Neo,168.6 x 76.6 x 9.2 mm (6.64 x 3.02 x 0.36 in),-,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"IPS LCD, 1B colors, 120Hz, 580 nits (typ)","6.78 inches, 109.2 cm 2 (~84.5% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),"Android 14, HIOS 14",Mediatek Helio G99 Ultimate (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, (wide), PDAF",Quad-LED flash,"1440p@30fps, 1080p@30/60fps","8 MP, (wide)","1440p@30fps, 1080p@30/60fps",7000 mAh,33W wired,Glass front,,,,,Dual-LED dual-tone flash,,
tecno,https://www.gsmarena.com/tecno_pova_6-12910.php,Tecno Pova 6,166.2 x 76.8 x 7.9 mm (6.54 x 3.02 x 0.31 in),195 g (6.88 oz),Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 1B colors, 120Hz, 1300 nits (peak)","6.78 inches, 109.2 cm 2 (~85.5% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),"Android 14, HIOS 14",Mediatek Helio G99 Ultimate (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM",,"108 MP, (wide), 0.7µm, PDAF",Quad-LED flash,"1440p@30fps, 1080p@30/60fps","32 MP, (wide)","1440p@30fps, 1080p@30/60fps",6000 mAh,"70W wired, 50% in 20 min, 100% in 50 min 10W reverse wired",,,,,,Dual-LED dual-tone flash,,
tecno,https://www.gsmarena.com/tecno_camon_30_premier-12845.php,Tecno Camon 30 Premier,162.7 x 76.2 x 7.9 mm (6.41 x 3.00 x 0.31 in),210 g (7.41 oz),Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"LTPO AMOLED, 1B colors, 120Hz, HDR, 1400 nits (HBM)","6.77 inches, 111.4 cm 2 (~89.9% screen-to-body ratio)",1264 x 2780 pixels (~451 ppi density),"Android 14, up to 2 major Android upgrades, HIOS 14",Mediatek Dimensity 8200 Ultimate (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,512GB 12GB RAM,,,"Quad-LED flash, HDR, panorama","4K@30/60fps (HDR), 1080p@30fps","50 MP, f/2.5, 24mm (wide), 1/2.8"", 0.64µm, PDAF","4K@30fps, 1080p",5000 mAh,"70W wired, 100% in 45 min","Glass front (Gorilla Glass 5), aluminum frame, aluminum back with silicone polymer finish (eco leather)",Corning Gorilla Glass 5,,"50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.2, 70mm (periscope telephoto), 1/2.76"", 0.64µm, PDAF, 3x optical zoom 50 MP, f/2.2, 14mm, 114˚ (ultrawide), 1/2.76"", 0.64µm, PDAF",,,,
tecno,https://www.gsmarena.com/tecno_camon_30_pro-12846.php,Tecno Camon 30 Pro,164 x 74.5 x 7.7 mm (6.46 x 2.93 x 0.30 in),188.6 g (6.67 oz),Nano-SIM + Nano-SIM,,"AMOLED, 144Hz","6.78 inches, 109.9 cm 2 (~89.9% screen-to-body ratio)",1080 x 2436 pixels (~393 ppi density),"Android 14, up to 2 major Android upgrades, HIOS 14",Mediatek Dimensity 8200 Ultimate (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 12GB RAM, 512GB 12GB RAM",,,"Dual-LED flash, HDR, panorama","4K@30/60fps (HDR), 1080p@30fps","50 MP, f/2.5, 24mm (wide), 1/2.8"", 0.64µm, PDAF",Yes,5000 mAh,"70W wired, 0-100% in 47 min","Glass front, glass back or silicone polymer back (eco leather)",,,"50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.2, 14mm, 114˚ (ultrawide), 1/2.76"", 0.64µm, PDAF Auxiliary lens",,,,
tecno,https://www.gsmarena.com/tecno_camon_30_5g-12847.php,Tecno Camon 30 5G,165.4 x 75.9 x 7.8 mm or 8.0 mm,199 g (7.05 oz),Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"AMOLED, 120Hz","6.78 inches, 109.9 cm 2 (~87.5% screen-to-body ratio)",1080 x 2436 pixels (~393 ppi density),"Android 14, up to 2 major Android upgrades, HIOS 14",Mediatek Dimensity 7020 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,Unspecified,"256GB 8GB, 512GB 8GB, 512GB 12GB",,,"Dual-LED flash, HDR, panorama","Yes, 4K@30fps","50 MP, (wide), AF",Yes,5000 mAh,"70W wired, 0-100% in 45 min","Glass front, glass back or silicone polymer back (eco leather)",,,,"50 MP, f/1.9, (wide), 1/1.57"", PDAF, OIS Auxiliary lens",Dual-LED dual-tone,,
tecno,https://www.gsmarena.com/tecno_camon_30-12848.php,Tecno Camon 30,165.3 x 75.3 x 7.7 mm (6.51 x 2.96 x 0.30 in),-,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.78 inches, 109.9 cm 2 (~88.3% screen-to-body ratio)",1080 x 2436 pixels (~393 ppi density),"Android 14, up to 2 major Android upgrades, HIOS 14",Mediatek Helio G99 Ultimate,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"256GB 8GB, 256GB 12GB",,,"Dual-LED flash, HDR, panorama","1440p@30fps, 1080p@30/60fps","50 MP, (wide), AF","1440p@30fps, 1080p@30/60fps",5000 mAh,"70W wired, 0-100% in 45 min","Glass front, glass back or silicone polymer back (eco leather)",,,,"50 MP, f/1.9, (wide), 1/1.57"", PDAF, OIS Auxiliary lens",Dual-LED dual-tone,,
tecno,https://www.gsmarena.com/tecno_pova_6_pro-12830.php,Tecno Pova 6 Pro,165.5 x 76.1 x 7.9 mm (6.52 x 3.00 x 0.31 in),198 g (6.98 oz),Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 120Hz, 1300 nits (peak)","6.78 inches, 109.9 cm 2 (~87.2% screen-to-body ratio)",1080 x 2436 pixels (~393 ppi density),"Android 14, HIOS 14",Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"256GB 8GB RAM, 256GB 12GB RAM",,,Dual-LED flash,"1440p@30fps, 1080p@30/60fps","32 MP, f/2.2, 22mm (wide), 1/3.1"", 0.7µm","1440p@30fps, 1080p@30/60fps",6000 mAh,"70W wired, 50% in 20 min, 100% in 50 min 10W reverse wired","Glass front, plastic frame, plastic back",,,,"108 MP, f/1.9, 24mm (wide), 1/1.52"", 0.7µm, PDAF Auxiliary lenses",Dual-LED dual-tone flash,,
tecno,https://www.gsmarena.com/tecno_spark_20_pro+-12770.php,Tecno Spark 20 Pro+,164.7 x 75 x 7.6 mm (6.48 x 2.95 x 0.30 in),179 g (6.31 oz),Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 1B colors, 120Hz, 1000 nits (peak)","6.78 inches, 109.9 cm 2 (~89.0% screen-to-body ratio)",1080 x 2436 pixels (~393 ppi density),Android 14,Mediatek Helio G99 Ultimate,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,256GB 8GB RAM,,,"Quad-LED flash, HDR","1440p@30fps, 1080p@30fps","32 MP, f/2.2, (wide), 1/3.1"", 0.7µm","1440p@30fps, 1080p@30/60fps",5000 mAh,33W wired,"Glass front (Gorilla Glass 5), plastic back, plastic frame",Corning Gorilla Glass 5,,,"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF 2 MP (macro)",Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_20_pro-12747.php,Tecno Spark 20 Pro,168.6 x 76.6 x 8.4 mm (6.64 x 3.02 x 0.33 in),-,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"IPS LCD, 120Hz","6.78 inches, 109.2 cm 2 (~84.5% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),Android 13,Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"256GB 4GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,,"Quad-LED flash, HDR","1440p@30fps, 1080p@30fps","32 MP, f/2.2, (wide)",1080p@30fps,5000 mAh,33W wired,"Glass front, plastic back, plastic frame",,,,"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF 2 MP (macro)",Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_20-12722.php,Tecno Spark 20,163.7 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),-,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 13, HIOS 13",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.6, (wide), 0.64µm, PDAF Auxiliary lens","Dual-LED flash, HDR","1440p@30fps, 1080p@30fps","32 MP, f/2.2, (wide)",1080p@30fps,5000 mAh,18W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_20c-12710.php,Tecno Spark 20C,163.7 x 75.6 x 8.6 mm (6.44 x 2.98 x 0.34 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Android 13,Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC,"128GB 4GB RAM, 128GB 8GB RAM, 256GB 4GB RAM",,"50 MP, (wide), 1/2.8"", PDAF Auxiliary lens","Dual-LED flash, HDR",1080p@30fps,8 MP,Yes,5000 mAh,18W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_go_2024-12702.php,Tecno Spark Go 2024,163.7 x 75.6 x 8.6 mm (6.44 x 2.98 x 0.34 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 13 (Go edition), HIOS 13",Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC,"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"13 MP, f/1.9, (wide), 1.12µm, AF Auxiliary lens","Dual-LED flash, HDR",1080p@30fps,8 MP,Yes,5000 mAh,10W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_8-12644.php,Tecno Pop 8,163.7 x 75.6 x 8.6 mm (6.44 x 2.98 x 0.34 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Android 13 (Go edition),Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC,"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"13 MP, f/1.8, (wide), 1.12µm, AF Auxiliary lens","Dual-LED flash, HDR",1080p@30fps,8 MP,Yes,5000 mAh,10W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_20s_pro_5g-12933.php,Tecno Camon 20s Pro 5G,162.7 x 75.9 x 7.8 mm (6.41 x 2.99 x 0.31 in),193 g (6.81 oz),Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.67 inches, 107.4 cm 2 (~87.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, HIOS 13",Mediatek Dimensity 8020 (6 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,"Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, HDR","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Li-Po 5000 mAh,33W wired,,,,"64 MP, f/1.7, (wide), 1/1.7"", 0.8µm, PDAF, OIS 2 MP (macro) Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_phantom_v_flip-12580.php,Tecno Phantom V Flip,Unfolded: 171.7 x 74.1 x 7 mm Folded: 88.8 x 74.1 x 15 mm,194 g (6.84 oz),Nano-SIM,,"Foldable LTPO AMOLED, 120Hz, 1000 nits (peak)","6.9 inches, 107.6 cm 2 (~84.6% screen-to-body ratio)",1080 x 2640 pixels (~413 ppi density),"Android 13, HIOS 13.5",Mediatek Dimensity 8050 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,256GB 8GB RAM,UFS 3.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm, AF","1440p@30fps, 1080p@30/60fps",4000 mAh,"45W wired, 50% in 15 min","Eco leather back, aluminum frame, steel hinge",,"Cover display: AMOLED 1.32 inches, 466 x 466 pixels, 352 ppi, 800 nits (peak)",,"64 MP, f/1.7, 25mm (wide), 1/1.73"", 0.8µm, PDAF 13 MP, f/2.2, (ultrawide), 1/3.0"", 1.12µm",LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_5_pro-12448.php,tecno_pova_5_pro-12448.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,https://www.gsmarena.com/tecno_pova_neo_3-12394.php,Tecno Pova Neo 3,170.7 x 77.6 x 9.3 mm (6.72 x 3.06 x 0.37 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 110.5 cm 2 (~83.4% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 13, HIOS",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM",,"16 MP, (wide), AF Auxiliary lens","Dual-LED flash, HDR, panorama",1080p@30fps,8 MP,Yes,7000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_5-12393.php,Tecno Pova 5,168.6 x 76.6 x 9 mm (6.64 x 3.02 x 0.35 in),219.4 g (7.76 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz, 580 nits (typ)","6.78 inches, 109.2 cm 2 (~84.5% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),"Android 13, HIOS 13",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.6, (wide), 1/2.76"", PDAF Auxiliary lens",Dual LED flash,"1440p@30fps, 1080p@30fps",8 MP,1080p@30fps,6000 mAh,"45W wired, 50% in 21 min, 100% in 60 min 10W reverse wired","Glass front, plastic frame, plastic back",,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_20_premier-12256.php,Tecno Camon 20 Premier,161.9 x 74.3 x 8.2 mm (6.37 x 2.93 x 0.32 in),202.5 g (7.16 oz),Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.67 inches, 107.4 cm 2 (~89.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, HIOS 13",Mediatek Dimensity 8050 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,512GB 8GB RAM,,,"Laser AF, Ring-LED flash, HDR, panorama","4K@30fps, 1080p@30fps, HDR","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,5000 mAh,45W wired,"Glass front, leather back",,,"50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, PDAF, sensor-shift OIS 108 MP, f/2.2, 13mm, 115˚ (ultrawide), PDAF Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_20_pro_5g-12255.php,Tecno Camon 20 Pro 5G,162.7 x 75.9 x 7.8 mm (6.41 x 2.99 x 0.31 in),-,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.67 inches, 107.4 cm 2 (~87.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, HIOS 13",Mediatek Dimensity 8050 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,microSDXC (dedicated slot),256GB 8GB RAM,,,"Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, HDR","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,5000 mAh,33W wired,,,,"64 MP, f/1.7, (wide), 1/1.7"", 0.8µm, PDAF, OIS 2 MP (macro) Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_20_pro-12254.php,Tecno Camon 20 Pro,163.4 x 76.7 x 7.8 mm (6.43 x 3.02 x 0.31 in),-,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.67 inches, 107.4 cm 2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, HIOS 13",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,256GB 8GB RAM,,,"Ring-LED flash, panorama, HDR",1080p@30fps,"32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,5000 mAh,33W wired,,,,"64 MP, f/1.7, 25mm (wide), 1/1.7"", 0.8µm, PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_20-12253.php,Tecno Camon 20,163.4 x 76.7 x 7.8 mm (6.43 x 3.02 x 0.31 in),-,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),AMOLED,"6.67 inches, 107.4 cm 2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 13, HIOS 13",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,256GB 8GB RAM,,,"Ring-LED flash, panorama, HDR",1080p@30fps,"32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,5000 mAh,33W wired,,,,"64 MP, f/1.7, 25mm (wide), 1/1.7"", 0.8µm, PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_7-12202.php,Tecno Pop 7,163.9 x 75.5 x 8.9 mm (6.45 x 2.97 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Android 12 (Go edition),,,,microSDXC,64GB 2GB RAM,eMMC 5.1,"8 MP, f/2.0, (wide), AF Auxiliary lens",Dual-LED flas,1080p@30fps,5 MP,Yes,5000 mAh,10W wired,"Glass front, plastic back, plastic frame",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_10_5g-12179.php,Tecno Spark 10 5G,164.4 x 75.5 x 8.4 mm (6.47 x 2.97 x 0.33 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.3% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 13, HIOS 12.6",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"64GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.6, (wide), PDAF Auxiliary lens",Dual-LED flash,1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_10c-12199.php,Tecno Spark 10C,163.9 x 75.5 x 8.5 mm (6.45 x 2.97 x 0.33 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 12, HIOS 8.6",Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",,"16 MP, (wide), PDAF Auxiliary lens","Dual-LED flash, HDR, panorama",1080p@30fps,"8 MP, (wide)",1080p@30fps,5000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,,Dual-LED flash,,
