brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | ,Platform | OS,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Single,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Display | Protection,Platform | Chipset,Platform | CPU,Platform | GPU,Main Camera | Triple,Selfie camera | Features,Memory | Phonebook,Memory | Call records,Main Camera | Quad,Selfie camera | Dual,Battery | Stand-by,Battery | Talk time,Selfie camera | 
huawei,https://www.gsmarena.com/huawei_matepad_edge-14316.php,Huawei MatePad Edge,312.1 x 212 x 6.9 mm (12.29 x 8.35 x 0.27 in),789 g (1.74 lb),,No,Stylus support Built-in kickstand,"OLED, 1B colors, 120Hz, 1000 nits (peak), HDR Vivid","14.2 inches, 600.4 cm 2 (~90.7% screen-to-body ratio)","3120 x 2080 pixels, 3:2 ratio (~264 ppi density)",PaperMatte display,HarmonyOS 5.1,No,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 24GB RAM, 1TB 24GB RAM SSD, 2TB 32GB RAM SSD",,,"Color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.4",1080p@30fps,12900 mAh,140W wired 40W reverse wired,"50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,Kirin X90A,Octa-core,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_70_air_5g-14283.php,Huawei Mate 70 Air,165 x 81.5 x 6.6 mm (6.50 x 3.21 x 0.26 in),208 g (7.34 oz),,Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min) Stylus support,"LTPO OLED, 1B colors, 120Hz, 2160Hz PWM, HDR Vivid, 4000 nits (peak)","7.0 inches, 123.0 cm 2 (~91.5% screen-to-body ratio)","1320 x 2760 pixels, 19:9 ratio (~437 ppi density)",,HarmonyOS 5.1,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","10.7 MP, f/2.2, (wide)","4K, 1080p",Si/C Li-Ion 6500 mAh,66W wired 5W reverse wired,,Kunlun Glass,Kirin 9020A (7 nm) - 12GB RAM Kirin 9020B (7 nm) - 16GB RAM,Octa-core,,"50 MP, f/1.8, 24mm (wide), 1/1.3"", PDAF, OIS 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 16mm (ultrawide)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_14_lite_5g-14241.php,Huawei nova 14 Lite,161.8 x 75.5 x 7.2 mm (6.37 x 2.97 x 0.28 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"OLED, 1B colors, HDR, 120Hz, 2160Hz PWM","6.7 inches, 108.3 cm 2 (~88.6% screen-to-body ratio)","1084 x 2412 pixels, 20:9 ratio (~395 ppi density)",,HarmonyOS 5.1,No,"256GB 12GB RAM, 512GB 12GB RAM",,,"Color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, gyro-EIS","50 MP, f/2.4, 1/2.5""","4K, 1080p, gyro-EIS",5500 mAh,66W wired 5W reverse wired,"50 MP, f/1.9, 23mm (wide), 1/1.56"", Dual Pixel PDAF 8 MP, f/2.2, 16mm, 112˚ (ultrawide), AF",Aluminosilicate glass,,,,,"HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_flip_s_5g-14240.php,Huawei nova Flip S,Unfolded: 169.8 x 75.4 x 6.9 mm Folded: 87.8 x 75.4 x 15.1 mm,195 g or 199 g (6.88 oz),"Aluminum frame, glass back or silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,Splash/dust resistant,"Foldable LTPO OLED, 120Hz, HDR","6.94 inches, 111.4 cm 2 (~87.0% screen-to-body ratio)",1136 x 2690 pixels (~421 ppi density),"Cover display: LTPO OLED, 2.14 inch, 480 x 480 pixels, 120Hz, 1440Hz PWM, 318ppi",HarmonyOS 5.1,No,"256GB 12GB RAM, 512GB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K, 1080p, gyro-EIS","32 MP, f/2.2, 21mm (ultrawide)","4K, 1080p",Li-Po 4400 mAh,"66W wired, 100% in 40 min 5W reverse wired","50 MP, f/1.9, 23mm (wide), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 112˚ (ultrawide)",,Kirin 8030,Octa-core,,,"HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_14i-14193.php,Huawei nova 14i,171.6 x 79.9 x 8.9 mm (6.76 x 3.15 x 0.35 in),216 g (7.62 oz),,Nano-SIM + Nano-SIM,Splash and dust resistant,"IPS LCD, 90Hz","6.95 inches, 117.4 cm 2 (~85.6% screen-to-body ratio)",1080 x 2376 pixels (~376 ppi density),,EMUI 14.2,No,"128GB 8GB RAM, 256GB 8GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Li-Po 7000 mAh,22.5W wired,"50 MP, f/1.8, 26mm (wide), PDAF Auxiliary lens",,Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_ultimate_2-14166.php,huawei_watch_ultimate_2-14166.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_gt_6_pro-14167.php,Huawei Watch GT 6 Pro,45.6 x 45.6 x 11.3 mm (1.80 x 1.80 x 0.44 in),54.7 g (1.94 oz),"Glass front, titanium alloy frame, ceramic back",No,40m swimproof/diving (EN13319) IP69 dust tight and water resistant (high pressure water jets; immersible up to 50m/5ATM for 10 min) ECG certified,"AMOLED, 3000 nits (peak)",1.47 inches,466 x 466 pixels (~317 ppi density),,HarmonyOS 6.0,No,64GB,,,,,,,Li-Ion 867 mAh,10W wireless,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_gt_6-14168.php,Huawei Watch GT 6,46 x 46 x 11 mm (1.81 x 1.81 x 0.43 in),51.3 g or 37.5 g (1.34 oz),"Glass front, stainless steel frame",No,IP69 dust tight and water resistant (high pressure water jets; immersible up to 50m/5ATM for 10 min),"AMOLED, 3000 nits (peak)",1.47 inches,466 x 466 pixels (~317 ppi density),,HarmonyOS 6.0,No,Unspecified,,,,,,,Li-Ion 867 mAh,10W wireless,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_12_x_(2025)-14169.php,Huawei MatePad 12 X (2025),270 x 183 x 5.9 mm (10.63 x 7.20 x 0.23 in),555 g (1.22 lb),,No,Stylus support (magnetic),"IPS LCD, 144Hz, 1000 nits (peak), HDR Vivid","12.0 inches, 426.4 cm 2 (~86.3% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~279 ppi density)",PaperMatte Display (optional),HarmonyOS 4.3,No,256GB 12GB RAM,,"50 MP, f/1.8, (wide), PDAF",LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.2",1080p@30fps,Li-Po 10100 mAh,66W wired,,Mohs level 4,Kirin T92B,Octa-core,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_xts_ultimate_5g-14121.php,Huawei Mate XTs Ultimate,Unfolded: 156.7 x 219 x 3.6-4.8 mm Folded: 156.7 x 73.5 x 12.8 mm,298 g (10.51 oz),,Nano-SIM + Nano-SIM,Stylus support,"Tri-foldable LTPO OLED, 1B colors, 90Hz, 1440Hz PWM","10.2 inches, 315.5 cm 2 (~91.9% screen-to-body ratio)",2232 x 3184 pixels (~381 ppi density),"Cover display (1/3 of the main display): 6.4 inches, 1008 x 2232 pixels Dual display (2/3 of the main display): 7.9 inches, 2048 x 2232 pixels",HarmonyOS 5.1 (China),No,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60fps, gyro-EIS, OIS, HDR Vivid","8 MP, f/2.2, (wide), 1/3.6"", 1.22µm","4K@30fps, 1080p@30fps, HDR Vivid",Si/C Li-Ion 5600 mAh,66W wired 50W wireless 7.5W reverse wireless 5W reverse wired,,,Kirin 9020 (7 nm),Octa-core (1x2.4 GHz & 3x2.00 GHz & 4x1.6GHz),Maleoon 920,"50 MP, f/1.4-f/4.0, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 5.5x optical zoom 40 MP, f/2.2, 13mm (ultrawide), PDAF",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_mini_5g-14122.php,Huawei MatePad Mini,198.6 x 127.3 x 5.2 mm (7.82 x 5.01 x 0.20 in),260 g (9.17 oz),,Nano-SIM,Stylus support,"OLED, 1B colors, 120Hz, 1800 nits (peak), HDR Vivid","8.8 inches, 224.5 cm 2 (~88.8% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~343 ppi density)",,HarmonyOS 5.1,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,,"LED flash, panorama","4K, 1080p","32 MP, f/2.4",1080p,6400 mAh,66W wired,"50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_air_(2025)-14084.php,Huawei MatePad Air (2025),270 x 183 x 5.9 mm (10.63 x 7.20 x 0.23 in),555 g (1.22 lb),"Glass front, aluminum frame, aluminum back",No,Stylus support (magnetic),"IPS LCD, 144Hz, 1000 nits (peak), HDR Vivid","12.0 inches, 426.4 cm 2 (~86.3% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~279 ppi density)",,HarmonyOS 5.0,No,"256GB 12GB RAM, 512GB 12GB RAM",,,LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.2",1080p@30fps,Li-Po 10100 mAh,"66W wired, UFCS, 100% in 85 min","50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_11_5_s_(2025)-14083.php,Huawei MatePad 11.5 S (2025),261 x 177.3 x 6.1 mm (10.28 x 6.98 x 0.24 in),515 g (1.14 lb),,No,Stylus support,"TFT LCD, 144Hz, HDR Vivid","11.5 inches, 391.6 cm 2 (~84.6% screen-to-body ratio)","1840 x 2800 pixels, 3:2 ratio (~291 ppi density)",Anti-glare,Harmony OS 5.0,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"13 MP, f/1.8, (wide), AF","LED flash, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,8800 mAh,40W wired 5W reverse wired,,,,Octa-core,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_11_5_(2025)-14008.php,Huawei MatePad 11.5 (2025),262.6 x 177.5 x 6.1 mm (10.34 x 6.99 x 0.24 in),515 g (1.14 lb),"Glass front, aluminum frame, aluminum back",No,Stylus support,"TFT LCD, 120Hz, 600 nits (peak)","11.5 inches, 387.2 cm 2 (~83.1% screen-to-body ratio)","1600 x 2456 pixels, 3:2 ratio (~256 ppi density)",Optional PaperMatte Edition display,Harmony OS 4.3,No,"128GB 8GB RAM, 256GB 8GB RAM",,"13 MP, f/1.8, (wide), AF",Panorama,1080p@30fps,"8 MP, f/2.0, 105˚ (ultrawide)",1080p@30fps,10100 mAh,40W wired 5W reverse wired,,Mohs level 4,Kirin T82B,12-core (2x2.29 GHz & 6x2.05 GHz & 4x1.31 GHz),Maleoon 920c,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_80_ultra_5g-13944.php,Huawei Pura 80 Ultra,163 x 76.1 x 8.3 mm (6.42 x 3.00 x 0.33 in),233.5 g (8.25 oz),"Glass front, aluminum frame, glass back",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) · Nano-SIM + eSIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR Vivid, 120Hz, 1440Hz PWM, 3000 nits (peak)","6.8 inches, 111.3 cm 2 (~89.7% screen-to-body ratio)","1276 x 2848 pixels, 20:9 ratio (~459 ppi density)",,"EMUI 15 (International), HarmonyOS 5.1 (China)",No,"512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, 1080p@960fps (interpolated), HDR Vivid, gyro-EIS, OIS","13 MP, f/2.0, (ultrawide), AF","4K, 1080p, 1080p@240fps, HDR Vivid, gyro-EIS",Market-dependent versions: · Li-Po 5170 mAh - International · Li-Po 5700 mAh - China,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,"Kunlun Glass 2 (Basalt-tempered) / 2nd-Gen Crystal Armor Kunlun Glass, Mohs level 4",Kirin 9020 (7 nm),Octa-core (1x2.5GHz & 3x2.15 GHz & 4x1.6GHz),Maleoon 920,,"HDR, panorama",,,"50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS 50 MP, f/2.4, 83mm (periscope telephoto), 1/1.28"", PDAF, sensor-shift OIS, 3.7x optical zoom 12.5 MP, f/3.6, 212mm (periscope telephoto), PDAF, sensor-shift OIS, 9.4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF * Both telephoto cameras utilize the same camera sensor w/o continuous optical zoom",,,,
huawei,https://www.gsmarena.com/huawei_pura_80_pro+_5g-13945.php,Huawei Pura 80 Pro+,163 x 76.1 x 8.3 mm (6.42 x 3.00 x 0.33 in),219 g (7.72 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR Vivid, 120Hz, 1440Hz PWM, 3000 nits (peak)","6.8 inches, 111.3 cm 2 (~89.7% screen-to-body ratio)","1276 x 2848 pixels, 20:9 ratio (~459 ppi density)",,"EMUI (International), HarmonyOS 5.1 (China)",No,"512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, 1080p@960fps (interpolated), HDR Vivid, gyro-EIS, OIS","13 MP, f/2.0, (ultrawide), AF","4K, 1080p, 1080p@240fps, HDR Vivid, gyro-EIS",Li-Po 5700 mAh,100W wired 80W wireless 18W reverse wired Reverse wireless,,Kunlun Glass 2 (Basalt-tempered),Kirin 9020 (7 nm),Octa-core (1x2.5GHz & 3x2.15GHz & 4x1.6GHz),Maleoon 920,"50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS 48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_80_pro_5g-13946.php,Huawei Pura 80 Pro,163 x 76.1 x 8.3 mm (6.42 x 3.00 x 0.33 in),219 g (7.72 oz),"Glass front, aluminum frame, glass back",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR Vivid, 120Hz, 1440Hz PWM, 3000 nits (peak)","6.8 inches, 111.3 cm 2 (~89.7% screen-to-body ratio)","1276 x 2848 pixels, 20:9 ratio (~459 ppi density)",Anti-reflective coating,"EMUI 15 (International), HarmonyOS 5.1 (China)",No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, 1080p@960fps (interpolated), HDR Vivid, gyro-EIS, OIS","13 MP, f/2.0, (ultrawide), AF","4K, 1080p, 1080p@240fps, HDR Vivid, gyro-EIS",Market-dependent versions: · Li-Po 5170 mAh - International · Li-Po 5700 mAh - China,100W wired 80W wireless 18W reverse wired Reverse wireless,,"Kunlun Glass 2, Mohs level 4",,Octa-core,,"50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS 48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_80_5g-13947.php,Huawei Pura 80,157.7 x 74.4 x 8.2 mm (6.21 x 2.93 x 0.32 in),211 g (7.44 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR Vivid, 120Hz, 1440Hz PWM, 2800 nits (peak)","6.6 inches, 105.9 cm 2 (~90.3% screen-to-body ratio)",1256 x 2760 pixels (~459 ppi density),,"EMUI 15 (International), HarmonyOS 5.1 (China)",No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, 1080p@480fps (interpolated), HDR Vivid, gyro-EIS, OIS","13 MP, f/2.0, (ultrawide), AF","4K, 1080p, 1080p@240fps, HDR Vivid, gyro-EIS",Market-dependent versions: · Li-Po 5170 mAh - International · Li-Po 5600 mAh - China,66W wired 50W wireless 7.5W reverse wireless 5W reverse wired,,Kunlun Glass 2,Kirin 9010s (7 nm),Octa-core,,"50 MP, f/1.4-4.0, 24mm (wide), 1/1.3"", PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 13 MP, f/2.2, 13mm (ultrawide)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_y73_4g-13827.php,Huawei Nova Y73,166.1 x 76.6 x 8.3 mm (6.54 x 3.02 x 0.33 in),203 g (7.16 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Drop resistant up to 1.8m,"IPS LCD, 90Hz, 1000 nits (peak)","6.67 inches, 107.2 cm 2 (~84.3% screen-to-body ratio)","720 x 1604 pixels, 20:9 ratio (~264 ppi density)",,"Android 12, EMUI 12",No,"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.8, (wide), PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Si/C Li-Ion 6620 mAh,40W wired 5W reverse wired,,,Kirin 710A (14 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_14_ultra_5g-13877.php,Huawei nova 14 Ultra,163.4 x 75.6 x 7.8 mm (6.43 x 2.98 x 0.31 in),204 g (7.20 oz),,Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min),"LTPO3 OLED, 1B colors, HDR, 120Hz, 5500 nits (peak)","6.81 inches, 111.1 cm 2 (~89.9% screen-to-body ratio)","1272 x 2860 pixels, 20:9 ratio (~460 ppi density)",,HarmonyOS 5.0,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, Dual-LED flash, panorama, HDR","4K, 1080p, gyro-EIS, HDR Vivid",,"4K, 1080p, gyro-EIS, HDR Vivid",5500 mAh,"100W wired, SCP, UFCS, PD, PPS, QC 5W reverse wired",,Kunlun Glass,Kirin 8020,Octa-core (1x2.29 GHz & 3x2.05 GHz & 4x1.3 GHz),Maleoon 920 2cu,"50 MP, f/1.4-4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.2, 88mm (periscope telephoto), PDAF, OIS, 3.7x optical zoom 13 MP, f/2.2, 13mm, 120˚ (ultrawide), AF","HDR, panorama",,,,"8 MP, f/2.2, 52mm (telephoto), AF, 2x optical zoom 50 MP, f/2.0, (ultrawide), 1/2.5"", Dual Pixel PDAF",,,
huawei,https://www.gsmarena.com/huawei_nova_14_pro_5g-13878.php,Huawei nova 14 Pro,163.4 x 75 x 7.8 mm (6.43 x 2.95 x 0.31 in),207 g (7.30 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"LTPO OLED, 1B colors, HDR, 120Hz, 1200 nits (HBM)","6.78 inches, 109.5 cm 2 (~89.3% screen-to-body ratio)",1224 x 2776 pixels (~447 ppi density),,HarmonyOS 5.0,No,"256GB 12GB RAM, 512GB 12GB RAM",,,"Laser AF, color spectrum sensor, Dual-LED flash, panorama, HDR","4K, 1080p, gyro-EIS, HDR Vivid",,"4K, 1080p, gyro-EIS, HDR Vivid",5500 mAh,"100W wired, SCP, UFCS, PD, PPS, QC 5W reverse wired",,Aluminosilicate glass (256/512GB); Kunlun Glass edition (512GB only),Kirin 8020,Octa-core (1x2.29 GHz & 3x2.05 GHz & 4x1.3 GHz),Maleoon 920 2cu,"50 MP, f/1.4-4.0, 24mm (wide), PDAF, OIS 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 16mm, 112˚ (ultrawide), AF","HDR, panorama",,,,"8 MP, f/2.2, 52mm (telephoto), AF, 2x optical zoom 50 MP, f/2.0, (ultrawide), PDAF",,,
huawei,https://www.gsmarena.com/huawei_nova_14_5g-13879.php,Huawei nova 14,161.7 x 75.5 x 7.2 mm (6.37 x 2.97 x 0.28 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"OLED, 1B colors, HDR Vivid, 120Hz, 1100 nits (HBM)","6.7 inches, 108.3 cm 2 (~88.7% screen-to-body ratio)","1084 x 2412 pixels, 20:9 ratio (~395 ppi density)",,HarmonyOS 5.0,No,"256GB 12GB RAM, 512GB 12GB RAM",,,"Color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, gyro-EIS","50 MP, f/2.4, 1/2.5""","4K, 1080p, gyro-EIS",5500 mAh,"100W wired, SCP, UFCS, PD, PPS, QC 5W reverse wired",,Aluminosilicate glass,Kirin 8000 (7 nm),Octa-core (1x2.4 GHz & 3x2.2 GHz & 4x1.84 GHz),Mali-G610 MP4,"50 MP, f/1.9, 23mm (wide), 1/1.56"", Dual Pixel PDAF 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 16mm, 112˚ (ultrawide), AF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_5-13868.php,Huawei Watch 5,46 x 46.7 x 11.3 mm (1.81 x 1.84 x 0.44 in),48/51/58/63 g (1.69 oz),"Sapphire Glass, ceramic back Aerospace-grade titanium or 316L stainless steel frame (46mm) 904L stainless steel or 316L stainless steel frame (42mm)",eSIM - cellular model only,5 ATM (immersible up to 50m for 10 min) IP68/IP69 dust tight and water resistant (high pressure water jets) EN13319 certified (40m swimproof/diving) ECG certified,"LTPO AMOLED, 3000 nits (peak)",1.5 inches,466 x 466 pixels (~310 ppi density),,HarmonyOS 4.0,No,Unspecified,,,,,,,Li-Ion 867 mAh,10W wireless,,Sapphire Glass,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_fit_4_pro-14114.php,Huawei Watch Fit 4 Pro,44.5 x 40 x 9.3 mm (1.75 x 1.57 x 0.37 in),30.4 g (1.09 oz),"Glass front (Sapphire Glass), titanium alloy bezel, aluminum mid-frame, polymer fiber back",No,5 ATM water resistant IP6X dust tight ECG certified 40m swimproof/diving (EN13319),"AMOLED, 3000 nits (peak)",1.82 inches,480 x 408 pixels (~347 ppi density),,,No,Unspecified,,,,,,,Li-Ion 400 mAh,5W wireless,,Sapphire Glass,,,,,,No,No,,,,,
huawei,https://www.gsmarena.com/huawei_watch_fit_4-14113.php,Huawei Watch Fit 4,43 x 38 x 9.5 mm (1.69 x 1.50 x 0.37 in),27 g (0.95 oz),"Glass front, aluminum frame, plastic back",No,5 ATM water resistant,"AMOLED, 2000 nits (peak)",1.82 inches,480 x 408 pixels (~347 ppi density),,,No,Unspecified,,,,,,,Li-Ion 400 mAh,5W wireless,,,,,,,,No,No,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_pro_12_2_(2025)-13870.php,Huawei MatePad Pro 12.2 (2025),271.3 x 182.5 x 5.5 mm (10.68 x 7.19 x 0.22 in),508 g (1.12 lb),,No,Stylus support,"Double-layer OLED, 1B colors, 144Hz, 2000 nits (peak), HDR Vivid","12.2 inches, 440.7 cm 2 (~89.0% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~275 ppi density)",PaperMatte display,"HarmonyOS 4.3, up to 5.0",No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM",,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","8 MP, f/2.0",1080p@30fps,Li-Po 10100 mAh,"100W wired, 85% in 40 min, 100% in 55 min 7.5W reverse wired","50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,Kirin T92A (7 nm),Octa-core (1x2.4 GHz & 3x2.00 GHz & 4x1.6GHz),Maleoon 920,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_y72s_4g-13846.php,Huawei Nova Y72S,168.3 x 77.7 x 8.9 mm (6.63 x 3.06 x 0.35 in),207 g (7.30 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.75 inches, 110.0 cm 2 (~84.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,"Android 12, EMUI 14, no Google Play Services",No,"128GB 8GB RAM, 256GB 8GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,6000 mAh,22.5W wired,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro)",,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_y63_4g-13845.php,Huawei Nova Y63,168.3 x 77.7 x 8.9 mm (6.63 x 3.06 x 0.35 in),207 g (7.30 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.75 inches, 110.0 cm 2 (~84.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,"Android 12, EMUI 14.2, no Google Play Services",No,"128GB 4GB RAM, 128GB 6GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,6000 mAh,22.5W wired,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro)",,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,,,,,,,,,
