brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | ,Platform | OS,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Single,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Display | Protection,Platform | Chipset,Platform | CPU,Platform | GPU,Main Camera | Triple,Selfie camera | Features,Memory | Phonebook,Memory | Call records,Main Camera | Quad,Selfie camera | Dual,Battery | Stand-by,Battery | Talk time,Selfie camera | 
huawei,https://www.gsmarena.com/huawei_enjoy_70x_energy_4g-13811.php,Huawei Enjoy 70X Energy,164 x 74.9 x 8 mm (6.46 x 2.95 x 0.31 in),189 g or 194 g (6.67 oz),"Glass front, plastic frame, plastic back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Drop resistant up to 1.8m,"AMOLED, 120Hz","6.78 inches, 111.5 cm 2 (~90.8% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,HarmonyOS 4.2,No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,,"Color spectrum sensor, LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Si/C Li-Ion 6100 mAh,40W wired 5W reverse wired,"50 MP, f/1.8, 26mm (wide), PDAF Auxiliary lens",Aluminosilicate glass,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_enjoy_70x-13600.php,Huawei Enjoy 70X,164 x 74.9 x 8 mm (6.46 x 2.95 x 0.31 in),189 g or 193 g (6.67 oz),"Glass front, plastic frame, plastic back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Drop resistant up to 1.8m,"AMOLED, 120Hz, HDR Vivid","6.78 inches, 111.5 cm 2 (~90.8% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,HarmonyOS 4.2,No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,,"Color spectrum sensor, LED flash, HDR, panorama","4K, 1080p","8 MP, f/2.0, (wide)","4K, 1080p",Si/C Li-Ion 6100 mAh,40W wired,"50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF Auxiliary lens",,Kirin 8000A - Enjoy 70X Kirin 8000 - Enjoy 70X Premium,Hexa-core (3x2.19 GHz Cortex-A77 & 3x1.84 GHz Cortex-A55),Mali-G610,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_70_rs_ultimate-13520.php,Huawei Mate 70 RS Ultimate,164.6 x 79.5 x 8.3 mm (6.48 x 3.13 x 0.33 in),251 g or 256 g (8.85 oz),"Glass front, titanium alloy frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 6m for 30 min),"Dual-layer LTPO OLED, 1B colors, 120Hz, 3500 nits (peak)","6.9 inches, 117.4 cm 2 (~89.7% screen-to-body ratio)","1316 x 2832 pixels, 19.5:9 ratio (~453 ppi density)",,HarmonyOS 4.3,No,"512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide) TOF 3D, (depth/biometrics sensor)","4K, 1080p",Si/C Li-Ion 5700 mAh,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,Huawei Kunlun Glass (basalt tempered),Kirin 9020 (7 nm),Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.6 GHz),Maleoon 920,"50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_70_pro+-13517.php,Huawei Mate 70 Pro+,164.6 x 79.5 x 8.3 mm (6.48 x 3.13 x 0.33 in),226 g (7.97 oz),"Glass front, titanium alloy frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 6m for 30 min),"LTPO OLED, 1B colors, 120Hz, 2500 nits (peak)","6.9 inches, 117.4 cm 2 (~89.7% screen-to-body ratio)","1316 x 2832 pixels, 19.5:9 ratio (~453 ppi density)",,"HarmonyOS 4.3, up to 6.0",No,"512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide) TOF 3D, (depth/biometrics sensor)","4K, 1080p, HDR, gyro-EIS",Si/C Li-Ion 5700 mAh,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,Huawei Kunlun Glass 2,Kirin 9020 (7 nm),Octa-core (1x2.5 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 920,"50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_70_pro-13518.php,Huawei Mate 70 Pro,164.6 x 79.5 x 8.2 mm (6.48 x 3.13 x 0.32 in),221 g (7.80 oz),"Glass front, aluminum frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 6m for 30 min),"LTPO OLED, 1B colors, 120Hz, 2500 nits (peak)","6.9 inches, 117.4 cm 2 (~89.7% screen-to-body ratio)","1316 x 2832 pixels, 19.5:9 ratio (~453 ppi density)",,"HarmonyOS 4.3, up to 6.0",No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide) TOF 3D, (depth/biometrics sensor)","4K, 1080p, HDR, gyro-EIS",5500 mAh,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,Huawei Kunlun Glass 2,Kirin 9020 (7 nm),Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.6 GHz) - PLR-AL00 Octa-core (1x2.4 GHz & 3x2.0 GHz & 4x1.6 GHz) - PLR-AL50,Maleoon 920,"50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_70-13519.php,Huawei Mate 70,160.9 x 75.9 x 7.8 mm (6.33 x 2.99 x 0.31 in),203 g (7.16 oz),"Glass front, aluminum frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 4m for 30 min),"LTPO OLED, 1B colors, 120Hz, 2500 nits (peak)","6.7 inches, 108.8 cm 2 (~89.1% screen-to-body ratio)",1216 x 2688 pixels (~440 ppi density),,HarmonyOS 4.3,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide)","4K, 1080p",5300 mAh,66W wired 50W wireless 7.5W reverse wireless 5W reverse wired,,Huawei Kunlun Glass 2,Kirin 9020 (7 nm),Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.6 GHz),Maleoon 920,"50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_x6-13521.php,Huawei Mate X6,Unfolded: 156.6 x 144.1 x 4.6 mm Folded: 156.6 x 73.8 x 9.9 mm,239 g (8.43 oz),"Glass front, nylon fiber or silicone polymer back (eco leather), aluminum frame",Nano-SIM + Nano-SIM,IPX8 dust/water resistant (up to 2m for 30 min) Aerospace-grade aluminum,"Foldable LTPO OLED, 1B colors, 120Hz, HDR Vivid, 1800 nits (peak)","7.93 inches, 202.1 cm 2 (~91.5% screen-to-body ratio)",2240 x 2440 pixels (~418 ppi density),"Cover display: LTPO OLED, 120Hz, HDR, 2500 nits (peak), 6.45 inches, 1080 x 2440 pixels, Kunlun Glass 2","EMUI 15 (International), HarmonyOS 4.3 (China)",No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.x,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS, HDR Vivid","8 MP, f/2.2, (wide) Cover camera: 8 MP, f/2.4, (wide)","4K, 1080p",Si/C Li-Ion 5110 or 5200 mAh,66W wired 50W wireless 7.5W reverse wireless 5W reverse wired,,,Kirin 9020 (7 nm),Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.53GHz),Maleoon 920,"50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 48 MP, f/3.0, 90mm (periscope telephoto), PDAF, OIS, 4x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_pro_13_2_(2024)-13523.php,Huawei MatePad Pro 13.2 (2025),289.1 x 196.1 x 5.5 mm (11.38 x 7.72 x 0.22 in),580 g (Wi-FI) or 590 g (LTE) (1.28 lb),"Glass front, nylon fiber back, magnesium alloy frame",Nano-SIM (cellular model only),Stylus support,"OLED, 1B colors, 144Hz, HDR Vivid, 1000 nits (peak)","13.2 inches, 518.8 cm 2 (~91.5% screen-to-body ratio)","2880 x 1920 pixels, 3:2 ratio (~262 ppi density)",PaperMatte Display,Harmony OS 4.3,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM",UFS,,LED flash,"4K@30fps, 1080p@30fps","16 MP, f/2.2",1080p@30fps,Li-Po 10100 mAh,100W wired 7.5W reverse wired,"50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,Kirin T92,Octa-core,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_13_pro-13465.php,Huawei nova 13 Pro,163.4 x 74.9 x 7.8 mm (6.43 x 2.95 x 0.31 in),209 g (7.37 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"LTPO OLED, 1B colors, HDR, 120Hz","6.76 inches, 108.8 cm 2 (~88.9% screen-to-body ratio)",1224 x 2776 pixels (~449 ppi density),,"EMUI 14.2 (International), HarmonyOS 4.2 (China)",No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, gyro-EIS",,"4K@30fps, 1080p@30fps, gyro-EIS",5000 mAh,"100W wired, 3-50% in 9 min 5W reverse wired",,Aluminosilicate glass,,,,"50 MP, f/1.4-4.0, 23mm (wide), PDAF, OIS 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS 8 MP, f/2.2, 16mm, 112˚ (ultrawide), AF","HDR, panorama",,,,"8 MP, f/2.2, 52mm (telephoto), AF, 2x optical zoom 60 MP, f/2.4, 17mm, 100˚ (ultrawide), AF",,,
huawei,https://www.gsmarena.com/huawei_nova_13-13466.php,Huawei nova 13,161.4 x 75.3 x 7 mm (6.35 x 2.96 x 0.28 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"Splash, water and dust resistant","OLED, 1B colors, HDR, 120Hz","6.7 inches, 108.3 cm 2 (~89.1% screen-to-body ratio)","1084 x 2412 pixels, 20:9 ratio (~395 ppi density)",,"HarmonyOS 4.2, up to 6.0",No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, gyro-EIS","60 MP, f/2.4, 17mm, 100˚ (ultrawide)","4K@30fps, 1080p@30fps, gyro-EIS",5000 mAh,"100W wired, 3-50% in 10 min 5W reverse wired","50 MP, f/1.9, (wide), PDAF 8 MP, f/2.2, 112˚ (ultrawide), AF",Aluminosilicate glass,,,,,"HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_gt_5_pro-13349.php,Huawei Watch GT 5 Pro,46.3 x 46.3 x 10.9 mm (1.82 x 1.82 x 0.43 in),44 g or 53 g (1.55 oz),"Glass front, titanium alloy frame, ceramic back (Ceramic White model only)",No,40m swimproof/diving (EN13319) IP69K dust tight and water resistant (high pressure water jets; immersible up to 50m/5ATM for 10 min) ECG certified,"AMOLED, 1200 nits (peak)",1.43 inches,466 x 466 pixels (~326 ppi density),,HarmonyOS 5.0,No,"4GB, 32MB RAM",,,,,,,Li-Ion 524 mAh,Wireless,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_gt_5-13350.php,Huawei Watch GT 5,45.8 x 45.8 x 10.7 mm (1.80 x 1.80 x 0.42 in),35 g or 48 g (1.23 oz),"Glass front, stainless steel frame",No,IP69K dust tight and water resistant (high pressure water jets; immersible up to 50m/5ATM for 10 min),AMOLED,1.43 inches,466 x 466 pixels (~326 ppi density),,HarmonyOS 5.0,No,"4GB, 32MB RAM",,,,,,,Li-Ion 524 mAh,Wireless,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_d2-13351.php,Huawei Watch D2,48 x 38 x 13.3 mm (1.89 x 1.50 x 0.52 in),40 g (1.41 oz),"Glass front, aluminum frame",No,IP68 dust tight and water resistant Blood Pressure Measurement & ECG with built-in pump & inflatable strap ECG certified,AMOLED,1.82 inches,480 x 408 pixels (~347 ppi density),,HarmonyOS 5.0,No,Unspecified,,,,,,,Li-Ion 524 mAh,5W wireless,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_12_x-13352.php,Huawei MatePad 12 X,270 x 183 x 5.9 mm (10.63 x 7.20 x 0.23 in),555 g (1.22 lb),,No,Stylus support (magnetic),"IPS LCD, 144Hz, 1000 nits (peak)","12.0 inches, 426.4 cm 2 (~86.3% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~279 ppi density)",,HarmonyOS 4.2,No,"256GB 8GB RAM, 256GB 12GB RAM",,,LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.2",1080p@30fps,Li-Po 10100 mAh,66W wired,"13 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,Kirin T90A,Octa-core,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_air_(2024)-13251.php,Huawei MatePad Air (2024),270 x 183 x 5.9 mm (10.63 x 7.20 x 0.23 in),555 g (1.22 lb),,No,Stylus support (magnetic),"IPS LCD, 144Hz, 1000 nits (peak)","12.0 inches, 426.4 cm 2 (~86.3% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~279 ppi density)",,HarmonyOS 4.2,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,,LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.2",1080p@30fps,Li-Po 10100 mAh,66W wired,"13 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_pro_12_2_(2024)-13250.php,Huawei MatePad Pro 12.2 (2024),271.3 x 182.5 x 5.5 mm (10.68 x 7.19 x 0.22 in),508 g (1.12 lb),,Nano-SIM (cellular model only),Stylus support,"Dual-layer OLED, 1B colors, 144Hz, 2000 nits (peak)","12.2 inches, 440.7 cm 2 (~89.0% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~275 ppi density)",,HarmonyOS 4.2,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.2",1080p@30fps,Li-Po 10100 mAh,"100W wired, 85% in 40 min, 100% in 55 min","13 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide)",,Kirin 9000S (7 nm),Octa-core (1x2.62GHz & 3x2.15GHz & 4x1.53GHz),Maleoon 910 MP4,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_flip-13248.php,Huawei nova Flip,Unfolded: 169.8 x 75.4 x 6.9 mm Folded: 87.6 x 75.4 x 15.1 mm,195 g or 199 g (6.88 oz),,Nano-SIM + Nano-SIM,Splash/dust resistant,"Foldable LTPO OLED, 120Hz","6.94 inches, 111.4 cm 2 (~87.0% screen-to-body ratio)",1136 x 2690 pixels (~421 ppi density),"Cover display: LTPO OLED, 2.14 inch, 480 x 480 pixels, 120Hz, 318ppi",HarmonyOS 4.2,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Color spectrum sensor, LED flash, HDR, panorama","4K, 1080p, gyro-EIS","32 MP, f/2.2, 21mm (ultrawide)","4K, 1080p",Li-Po 4400 mAh,"66W wired, 100% in 40 min 5W reverse wired","50 MP, f/1.9, 23mm (wide), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 112˚ (ultrawide)",,Kirin 8000 (7 nm),Octa-core,,,"HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_se_11-13135.php,Huawei MatePad SE 11,252.3 x 163.8 x 6.9 mm (9.93 x 6.45 x 0.27 in),475 g (1.05 lb),"Glass front, aluminum frame, aluminum back",No,Stylus support,"IPS LCD, 400 nits","11.0 inches, 350.9 cm 2 (~84.9% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~206 ppi density)",,HarmonyOS 2.0,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"8 MP, f/2.0, AF",Panorama,1080p@30fps,"5 MP, f/2.2",720p@30fps,7700 mAh,22.5W wired 5W reverse wired,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_matepad_11_5_s-12993.php,Huawei MatePad 11.5 S,261 x 177.2 x 6.2 mm (10.28 x 6.98 x 0.24 in),510 g (1.12 lb),,No,Stylus support,"TFT LCD, 144Hz","11.5 inches, 391.6 cm 2 (~84.7% screen-to-body ratio)","1840 x 2800 pixels, 3:2 ratio (~291 ppi density)",Anti-glare,Harmony OS 4.2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"13 MP, f/1.8, (wide), AF","LED flash, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,8800 mAh,22.5W wired 5W reverse wired,,,,Octa-core,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_70_ultra-12940.php,Huawei Pura 70 Ultra,162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in),226 g (7.97 oz),"Glass front, aluminum frame, silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR, 120Hz, 1440Hz PWM, 2500 nits (peak)","6.8 inches, 109.0 cm 2 (~89.3% screen-to-body ratio)",1260 x 2844 pixels (~460 ppi density),,"EMUI 14.2 (International), HarmonyOS 4.2 (China)",No,"512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, (ultrawide), AF","Yes, HDR",Li-Po 5200 mAh,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,Kunlun Glass (Basalt-tempered),Kirin 9010 (7 nm),Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),,"50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, sensor-shift OIS, retractable lens 50 MP, f/2.1, 90mm (telephoto), PDAF (5cm - ∞), OIS, 3.5x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_70_pro+-12941.php,Huawei Pura 70 Pro+,162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in),220 g (7.76 oz),"Glass front, aluminum frame, silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR, 120Hz, 1440Hz PWM, 2500 nits (peak)","6.8 inches, 109.0 cm 2 (~89.3% screen-to-body ratio)",1260 x 2844 pixels (~460 ppi density),,HarmonyOS 4.2,No,"512GB 16GB RAM, 1TB 16GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, (ultrawide), AF","Yes, HDR",Li-Po 5050 mAh,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,Kunlun Glass (Xuanwu tempered),Kirin 9010 (7 nm),Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),,"50 MP, f/1.4-4.0, 25mm (wide), 1/1.3"", PDAF, OIS 48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 3.5x optical zoom 12.5 MP, f/2.2, 13mm (ultrawide)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_70_pro-12942.php,Huawei Pura 70 Pro,162.6 x 75.1 x 8.4 mm (6.40 x 2.96 x 0.33 in),220 g (7.76 oz),"Glass front, aluminum frame, glass back",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"LTPO OLED, 1B colors, HDR, 120Hz, 1440Hz PWM, 2500 nits (peak)","6.8 inches, 109.0 cm 2 (~89.3% screen-to-body ratio)",1260 x 2844 pixels (~460 ppi density),,"EMUI 14.2 (International), HarmonyOS 4.2 (China)",No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, (ultrawide), AF","Yes, HDR",Li-Po 5050 mAh,100W wired 80W wireless 20W reverse wireless 18W reverse wired,,Kunlun Glass 2,Kirin 9010 (7 nm),Octa-core (1x2.3 GHz Taishan Big & 3x2.18 GHz Taishan Mid & 4x1.55 GHz  Cortex-A510),,"50 MP, f/1.4-4.0, 25mm (wide), 1/1.3"", PDAF, OIS 48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 3.5x optical zoom 12.5 MP, f/2.2, 13mm (ultrawide)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_pura_70-12943.php,Huawei Pura 70,157.6 x 74.3 x 8 mm (6.20 x 2.93 x 0.31 in),207 g (7.30 oz),"Glass front, aluminum frame",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, HDR, 120Hz, 1440Hz PWM, 2500 nits (peak)","6.6 inches, 105.5 cm 2 (~90.1% screen-to-body ratio)",1256 x 2760 pixels (~460 ppi density),,"EMUI 14.2 (International), HarmonyOS 4.2 (China)",No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, (ultrawide)","Yes, HDR",Li-Po 4900 mAh,66W wired 50W wireless 7.5W reverse wireless 5W reverse wired,,Kunlun Glass 2,Kirin 9000S1,Octa-core,,"50 MP, f/1.4-4.0, 25mm (wide), 1/1.3"", PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 13 MP, f/2.2, 13mm (ultrawide)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_12i-12882.php,Huawei nova 12i,163.3 x 74.7 x 8.4 mm (6.43 x 2.94 x 0.33 in),199 g (7.02 oz),,· Nano-SIM · Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.7 inches, 108.7 cm 2 (~89.1% screen-to-body ratio)",1080 x 2388 pixels (~391 ppi density),,"EMUI 14, no Google Play Services",No,"128GB 8GB RAM, 256GB 8GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Li-Po 5000 mAh,"40W wired, 3-62% in 30 min","108 MP, f/1.9, 26mm (wide), PDAF Auxiliary lens",,Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_12_se-12881.php,Huawei nova 12 SE,162.4 x 75.5 x 7.4 mm (6.39 x 2.97 x 0.29 in),186 g (6.56 oz),,· Nano-SIM · Nano-SIM + Nano-SIM,,"OLED, 1B colors, 90Hz","6.67 inches, 107.4 cm 2 (~87.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,"EMUI 14, no Google Play Services",No,256GB 8GB RAM,,,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","32 MP, f/2.5, (wide)",1080p@30fps,Li-Po 4500 mAh,"66W wired, 3-100% in 32 min 5W reverse wired",,,Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,"108 MP, f/1.9, (wide), 1/1.67"", 0.64µm, PDAF 8 MP, f/2.2, 112˚ (ultrawide) 2 MP (macro)",,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_12s-12880.php,Huawei nova 12s,161.3 x 75 x 6.9 mm (6.35 x 2.95 x 0.27 in),168 g (5.93 oz),,· Nano-SIM · Nano-SIM + Nano-SIM,,"OLED, 1B colors, HDR, 120Hz","6.7 inches, 108.3 cm 2 (~89.5% screen-to-body ratio)","1084 x 2412 pixels, 20:9 ratio (~395 ppi density)",,"EMUI 14, no Google Play Services",No,256GB 8GB RAM,,,"Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",,"4K@30fps, 1080p@30fps, gyro-EIS",4500 mAh,"66W wired, 3-62% in 15 min, 3-100% in 30 min Reverse wired","50 MP, f/1.9, (wide), PDAF 8 MP, f/2.2, 112˚ (ultrawide)",,Qualcomm SM7325 Snapdragon 778G 4G (6 nm),Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670),Adreno 642L,,HDR,,,,"60 MP, f/2.4, 100˚ (ultrawide)",,,
