brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Display | ,Main Camera | Single,Body | Build,Memory | ,Selfie camera | Features,Main Camera | Triple,Selfie camera | Dual,Main Camera | Quad
zte,https://www.gsmarena.com/zte_nubia_neo_5_gt_5g-14524.php,ZTE nubia Neo 5 GT,-,-,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Pressure sensitive zones (550Hz touch-sensing) Built-in cooling fan RGB light (on the back),"AMOLED, 144Hz, 4500 nits (peak)","6.8 inches, 111.6 cm 2","1224 x 2720 pixels, 20:9 ratio (~439 ppi density)",Mohs level 4,Android 16,Mediatek Dimensity 7400 (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",16 MP,1080p@30fps,6210 mAh,"80W wired (ROW) 45W wired, PD (Europe) Bypass charging",,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_neo_5_pro_5g-14594.php,ZTE nubia Neo 5 Pro,-,-,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Pressure sensitive zones (550Hz touch-sensing) RGB light (on the back),"AMOLED, 120Hz","6.8 inches, 111.6 cm 2","1080 x 2400 pixels*, 20:9 ratio (~387 ppi density)",,Android 16,,,,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",16 MP,1080p@30fps,6000 mAh,80W wired Bypass charging,* Display resolution is not officially revealed,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_neo_5_5g-14595.php,ZTE nubia Neo 5,-,-,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Pressure sensitive zones (550Hz touch-sensing) RGB light (on the back),"IPS LCD, 120Hz, 1000 nits (HBM)","6.8 inches, 113.9 cm 2","900 x 1940 pixels, 19.5:9 ratio (~314 ppi density)",,Android 16,Unisoc T9300 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G57 MP2,microSDXC,256GB 8GB RAM,"50 MP, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",16 MP,1080p@30fps,6050 mAh,45W wired Bypass charging,,,,,,,,
zte,https://www.gsmarena.com/zte_blade_x1001-14525.php,ZTE Blade X1001,238.4 x 148.4 x 8 mm (9.39 x 5.84 x 0.31 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"10.1 inches, 295.8 cm 2 (~83.6% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Mohs level 4,Android 14,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unspecified,64GB 4GB RAM,,LED flash,Yes,2 MP,Yes,6000 mAh,10W wired,,"5 MP, AF",,,,,,
zte,https://www.gsmarena.com/zte_blade_v80_max-14449.php,zte_blade_v80_max-14449.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_redmagic_11_air_5g-14430.php,ZTE nubia RedMagic 11 Air,163.8 x 76.5 x 8 mm (6.45 x 3.01 x 0.31 in),207 g (7.30 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame IP54 dust protected and water resistant (water splashes) Illuminated RGB logo and fan lights (on the back),"AMOLED, 1B colors, 144Hz, 2592Hz PWM, 1800 nits (peak)","6.85 inches, 113.7 cm 2 (~90.7% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Corning Gorilla Glass 7i,"Android 16, Redmagic OS 11",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS 8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR","16 MP, f/2.0, (wide), 1/2.77"", 1.12µm, under display",1080p@30/60fps,Si/C Li-Ion 7000 mAh,80W wired 120W wired - China only Bypass charging,,,"Glass front (Gorilla Glass 7i), aluminum allow frame, glass back (Gorilla Glass 5)",UFS 4.1,HDR,,,
zte,https://www.gsmarena.com/zte_pad_5g_x1102n-14354.php,ZTE Pad,256.9 x 168.4 x 7.7 mm (10.11 x 6.63 x 0.30 in),521.5 g (1.15 lb),Nano-SIM,,"IPS LCD, 90Hz","11.0 inches, 350.9 cm 2 (~81.1% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~206 ppi density)",Mohs level 4,Android 15,Unisoc T8100 (6 nm),Octa-core (4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57,No,256GB 6GB RAM,,LED flash,Yes,5 MP,Yes,Li-Ion 7670 mAh,"21W wired, PD",,13 MP,"Glass front, aluminum frame, aluminum back",,,,,
zte,https://www.gsmarena.com/zte_nubia_fold_5g-14324.php,ZTE Nubia Fold,Unfolded: 160 x 144 x 5.4 mm Folded: 160 x 73 x 11.1 mm,249 g (8.78 oz),Nano-SIM + Nano-SIM + eSIM (max 2 at a time),IP54 dust protected and water resistant (water splashes),"OLED, 120Hz","8.0 inches, 205.0 cm 2 (~89.0% screen-to-body ratio)",2200 x 2480 pixels (~414 ppi density),,Android 15,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,256GB 12GB RAM,,"LED flash, HDR, panorama","8K, 4K@30/60fps, 1080p; gyro-EIS, OIS","20 MP, f/2.2, (wide) Cover camera: 20 MP, f/2.2, (wide)","4K@30fps, 1080p@30fps, gyro-EIS",6560 mAh,"55W wired, PD, PPS, 100% in 70 min","Cover display: OLED, 120Hz 6.43 inches, 1172 x 2748 pixels",,,UFS,HDR,"50 MP, (wide), PDAF, OIS 50 MP, (ultrawide), PDAF 5 MP, (macro)",,
zte,https://www.gsmarena.com/zte_nubia_flip3_5g-14325.php,ZTE nubia Flip3,Unfolded: 170 x 76 x 7.5 mm Folded: 87 x 76 x 15.9 mm,187 g (6.60 oz),· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"Foldable OLED, 1B colors, 120Hz","6.9 inches, 110.7 cm 2 (~85.7% screen-to-body ratio)","1188 x 2790 pixels, 21:9 ratio (~439 ppi density)",,Android 15,Mediatek Dimensity 7400X (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 6GB RAM, 256GB 8GB RAM","50 MP, f/1.6, (wide), dual pixel PDAF 12 MP (ultrawide)","Ring LED flash, HDR, panorama","4K, 1080p, gyro-EIS","32 MP, (wide), AF",Yes,4610 mAh,"33W wired, PD3.0, PPS, QC4+","Cover display: OLED, 4 inches, 1188 x 2790 pixels",,"Aluminum frame, glass back",,,,,
zte,https://www.gsmarena.com/zte_blade_v80_pro-14305.php,zte_blade_v80_pro-14305.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zte,https://www.gsmarena.com/zte_blade_v80_design-14291.php,ZTE Blade V80 Design,166 x 79 x 7.7 mm (6.54 x 3.11 x 0.30 in),191 g (6.74 oz),Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"IPS LCD, 120Hz, 1000 nits (HBM)","6.75 inches, 112.2 cm 2 (~85.6% screen-to-body ratio)","900 x 1940 pixels, 19.5:9 ratio (~317 ppi density)",,Android 16,Unisoc T7280 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),Mali-G57 MP1,Unspecified,256GB 8GB RAM,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,16 MP,1080p@30fps,5000 mAh,22.5W wired 10W reverse wired,,,"Glass front, plastic frame",,,,,
zte,https://www.gsmarena.com/zte_nubia_redmagic_11_pro_5g_int-14277.php,ZTE nubia RedMagic 11 Pro,163.8 x 76.5 x 8.9 mm (6.45 x 3.01 x 0.35 in),230 g (8.11 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame IPX8 water resistant (immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, 2592Hz PWM, 1800 nits (peak)","6.85 inches, 113.7 cm 2 (~90.7% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Corning Gorilla Glass,"Android 16, Redmagic OS 11",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, 26mm (wide), 1/2.77"", 1.12µm, under display",1080p@30/60fps,Si/C Li-Ion 7500 mAh,"80W wired 80W wireless, 100% in 68 min",,,"Glass front (Gorilla Glass), aluminum frame, glass back",UFS 4.1 Pro,HDR,"50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS 50 MP, f/2.2, 14mm (ultrawide), 1/2.88"", 0.61µm Auxiliary lens",,
zte,https://www.gsmarena.com/zte_nubia_z80_ultra_5g-14247.php,ZTE nubia Z80 Ultra,164.5 x 77.2 x 8.6 mm (6.48 x 3.04 x 0.34 in),227 g (8.01 oz),Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, 2592Hz PWM, HDR10, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~89.5% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Unspecified,"Android 16, Nebula AIOS 2",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,"Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, DSG HDR","8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video","16 MP, f/2.0, 24mm (wide), 1/2.8"", 1.12µm, under display",1080p@30fps,Si/C Li-Ion 7200 mAh,"80W wired, PD3.0, QC4 (International) 90W wired, PD3.0, QC4 (China) 80W wireless",,,"Glass front, aluminum frame, glass back",UFS 4.1,HDR,"50 MP, f/1.7, 35mm (standard), 1/1.3"", 1.2µm, PDAF, OIS 64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, multi-directional PDAF (15cm - ∞), OIS, 2.7x optical zoom (vs. 26mm cam) 50 MP, f/1.8, 18mm (ultrawide), 1/1.55"", PDAF",,
zte,https://www.gsmarena.com/zte_nubia_redmagic_11_pro+_5g-14238.php,ZTE nubia RedMagic 11 Pro+,163.8 x 76.5 x 8.9 mm (6.45 x 3.01 x 0.35 in),230 g (8.11 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame IPX8 water resistant (immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, 2592Hz PWM, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~90.7% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),,"Android 16, Redmagic OS 11",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM","50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm Auxiliary lens","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.77"", 1.12µm, under display",1080p@30/60fps,Si/C Li-Ion 7500 mAh,120W wired 80W wireless,,,"Glass front, aluminum frame, glass back",UFS 4.1 Pro,HDR,,,
zte,https://www.gsmarena.com/zte_nubia_redmagic_11_pro_5g-14239.php,ZTE nubia RedMagic 11 Pro (China),163.8 x 76.5 x 8.9 mm (6.45 x 3.01 x 0.35 in),230 g (8.11 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame IPX8 water resistant (immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, 2592Hz PWM, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~90.7% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),,"Android 16, Redmagic OS 11",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,No,"256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm Auxiliary lens","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.77"", 1.12µm, under display",1080p@30/60fps,Si/C Li-Ion 8000 mAh,80W wired,,,"Glass front, aluminum frame, glass back",UFS 4.1 Pro,HDR,,,
zte,https://www.gsmarena.com/zte_nubia_air_5g-14123.php,ZTE nubia Air,164.2 x 76.6 x 6.7 mm (6.46 x 3.02 x 0.26 in),172 g (6.07 oz),Nano-SIM + Nano-SIM,IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 120Hz, 4500 nits (peak)","6.78 inches, 111.0 cm 2 (~88.2% screen-to-body ratio)","1224 x 2720 pixels, 20:9 ratio (~440 ppi density)","Corning Gorilla Glass 7i, Mohs level 5",Android 15,Unisoc T8300 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G57 MP2,No,256GB 8GB RAM,"50 MP, f/1.6, (wide), PDAF Auxiliary lenses",LED flash,1080p@30fps,20 MP,Yes,5000 mAh,33W wired,,,,,,,,
zte,https://www.gsmarena.com/zte_blade_a36-13966.php,ZTE Blade A36,167.6 x 77.4 x 8.3 mm (6.60 x 3.05 x 0.33 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.75 inches, 110.0 cm 2 (~84.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",Mohs level 4,Android 15,Unisoc T7200 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),64GB 4GB RAM,,LED flash,1080p@30fps,5 MP,Yes,5000 mAh,10W wired,,"13 MP, AF Auxiliary lens","Glass front, plastic frame, plastic back",eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_blade_a56-13948.php,ZTE Blade A56,167.6 x 77.4 x 8.3 mm (6.60 x 3.05 x 0.33 in),193 g (6.81 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.75 inches, 110.0 cm 2 (~84.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",Mohs level 4,Android 15,Unisoc T7200 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,LED flash,1080p@30fps,8 MP,Yes,Li-Po 5000 mAh,10W wired,,"13 MP, AF Auxiliary lenses",,eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_redmagic_tablet_3_pro-13939.php,ZTE nubia RedMagic Astra,207 x 134.2 x 6.9 mm (8.15 x 5.28 x 0.27 in),370 g (13.05 oz),No,RGB light on the back Built-in cooling fan (Illuminated) Aviation-grade aluminum frame IP54 dust protected and water resistant (water splashes),"LTPO OLED, 1B colors, 165Hz, 5280Hz PWM, HDR, 1000 nits (typ), 1600 nits (peak)","9.06 inches, 238.3 cm 2 (~85.8% screen-to-body ratio)","1504 x 2400 pixels, 16:10 ratio (~313 ppi density)","Corning Gorilla Glass (unspecified version), Mohs level 4","Android 15, Redmagic OS 10.5",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830 (1200 MHz),No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","9 MP, f/2.2, (wide), 0.7μm",1080p@30fps,8200 mAh,"80W wired, 50% in 22 min",,"13 MP, (wide)","Glass front, aluminum frame, aluminum back",UFS 4.1 Pro,,,,
zte,https://www.gsmarena.com/zte_blade_a76-14290.php,ZTE Blade A76 4G,-,-,Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz","6.75 inches, 109.5 cm 2 (~89.3% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~262 ppi density)",Mohs level 4,Android 15,,Octa-core 1.8 GHz,,No,"64GB 4GB RAM, 128GB 4GB RAM","50 MP, (wide), AF Auxiliary lens","LED flash, HDR",1080p@30fps,Yes,1080p@30fps,5000 mAh,22.5W wired,,,,,,,,
zte,https://www.gsmarena.com/zte_blade_a76_5g-13932.php,ZTE Blade A76,163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),-,Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz","6.75 inches, 109.5 cm 2 (~89.3% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~262 ppi density)",Mohs level 4,Android,Unisoc T8300 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G57 MP2,No,"128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, 27mm (wide), AF Auxiliary lens","LED flash, HDR","4K@30fps, 1080p@30fps","8 MP, (wide)",1080p@30fps,5000 mAh,,,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_redmagic_10spro+_5g-13905.php,ZTE nubia RedMagic 10SPro+,163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in),229 g (8.08 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame RGB LED light (on the back) IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, 144Hz, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~91.4% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Mohs level 4,"Android 15, Redmagic OS 10.5",Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm),Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830 (1200 MHz),No,"512GB 16GB RAM, 1TB 24GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.0, 13mm (ultrawide), 1/2.88"", 0.61µm, AF Auxiliary lens","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.77"", 1.0µm, under display",1080p@30/60fps,Si/C Li-Ion 7500 mAh,"120W wired, 100% in 35 min",,,"Glass front, aluminum frame, glass back",UFS 4.1 Pro,HDR,,,
zte,https://www.gsmarena.com/zte_nubia_redmagic_10spro_5g-13906.php,ZTE nubia RedMagic 10S Pro,163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in),229 g (8.08 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame RGB LED light (on the back) IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, 144Hz, 2592Hz PWM, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~91.4% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),"Corning Gorilla Glass (unspecified version), Mohs level 4","Android 15, Redmagic OS 10.5",Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm),Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830 (1200 MHz),No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.0, 13mm (ultrawide), 1/2.88"", 0.61µm, AF Auxiliary lens","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.77"", 1.0µm, under display",1080p@30/60fps,Si/C Li-Ion 7050 mAh,80W wired,,,"Glass front, aluminum frame, glass back",UFS 4.1 Pro,HDR,,,
zte,https://www.gsmarena.com/zte_nubia_z70s_ultra_5g-13819.php,ZTE nubia Z70S Ultra,164.3 x 77.1 x 8.6 mm (6.47 x 3.04 x 0.34 in),228 g (8.04 oz),Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, HDR10, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~89.7% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Corning Gorilla Glass 7i or Longxi glass (gen 2),"Android 15, Nebula AIOS 1.5",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM",,"Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, HDR","8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video","16 MP, f/2.0, 24mm (wide), 1/2.8"", 1.12µm, under display",1080p@30fps,Si/C Li-Ion 6600 mAh,"80W wired, PD3.0, QC4",,,"Glass front (Gorilla Glass 7i), aluminum frame, glass back",UFS 4.0,HDR,"50 MP, f/1.7, 35mm (standard), 1/1.3"", 1.2µm, PDAF, OIS 64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, multi-directional PDAF (15cm - ∞), OIS, 2.7x optical zoom (vs. 26mm cam) 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, multi-directional PDAF",,
zte,https://www.gsmarena.com/zte_nubia_tablet_pro-13820.php,ZTE nubia Pad Pro,253.3 x 164.6 x 7.3 mm (9.97 x 6.48 x 0.29 in),523 g (1.15 lb),No,Stylus support,"IPS LCD, 1B colors, 144Hz","10.9 inches, 344.5 cm 2 (~82.6% screen-to-body ratio)","1800 x 2880 pixels, 16:10 ratio (~312 ppi density)",,Android 15,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,"LED flash, HDR, panorama",Yes,"20 MP, f/2.0, 26mm (wide)",1080p@30fps,10100 mAh,66W wired,,"13 MP, (wide)","Glass front, aluminum frame, aluminum back",UFS 4.0,,,,
zte,https://www.gsmarena.com/zte_nubia_redmagic_10_air_5g-13797.php,ZTE nubia RedMagic 10 Air,164.3 x 76.6 x 7.9 mm (6.47 x 3.02 x 0.31 in),205 g (7.23 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Aviation aluminum middle frame IP54 dust protected and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, 1600 nits (peak)","6.8 inches, 111.6 cm 2 (~88.7% screen-to-body ratio)","1116 x 2480 pixels, 20:9 ratio (~400 ppi density)","Corning Gorilla Glass 5, Mohs level 4","Android 15, up to 3 major Android upgrades, Redmagic OS 10",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm, AF","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.77"", 1.12µm, under display",1080p@30/60fps,6000 mAh,"80W wired, 100% in 52 min",,,"Glass front (Gorilla Glass 5), aluminum frame, glass back (Panda Glass 2)",UFS 4.0,HDR,,,
zte,https://www.gsmarena.com/zte_nubia_focus_2_ultra-13708.php,ZTE nubia Focus 2 Ultra,163.2 x 77.2 x 7.5 mm (6.43 x 3.04 x 0.30 in),200 g (7.05 oz),Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, 2800 nits (peak)","6.8 inches, 111.9 cm 2 (~88.8% screen-to-body ratio)",1080 x 2392 pixels (~386 ppi density),Mohs level 4,Android 15,Unisoc T8100 (6 nm),Octa-core (4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57,No,512GB 8GB RAM,"50 MP, f/1.5, 24mm (wide), 1/1.55"", 1.0µm, PDAF 5 MP, f/2.2, 13mm (ultrawide), AF Auxiliary lens","LED flash, HDR, rotatable lens ring","4K@30fps, 1080p@30fps","32 MP, (wide)",1080p@30fps,5000 mAh,33W wired,,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_focus_2-13709.php,ZTE nubia Focus 2,163.6 x 74.9 x 8 mm (6.44 x 2.95 x 0.31 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz, 1000 nits (HBM)","6.7 inches, 108.4 cm 2 (~88.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~262 ppi density)",Mohs level 4,Android 15,Unisoc T760 (6 nm),Octa-core (4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57,Unspecified,256GB 8GB RAM,"108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF Auxiliary lenses","LED flash, HDR","4K@30fps, 1080p@30fps","16 MP, (wide)",1080p@30fps,5000 mAh,22.5W wired,,,,,,,,
